TAXID	Tool	filtered	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
547	Gold standard	False	32	9522767	Enterobacter	1.0	1.0	genus	1.0	1.0	124	9522767	124	9522767	124	strmgCAMI2_short_read_pooled_gold_standard_assembly
1578	Gold standard	False	33	8135414	Lactobacillus	1.0	1.0	genus	1.0	1.0	180	8135414	180	8135414	180	strmgCAMI2_short_read_pooled_gold_standard_assembly
1357	Gold standard	False	34	2251851	Lactococcus	1.0	1.0	genus	1.0	1.0	72	2251851	72	2251851	72	strmgCAMI2_short_read_pooled_gold_standard_assembly
375288	Gold standard	False	35	12053163	Parabacteroides	1.0	1.0	genus	1.0	1.0	139	12053163	139	12053163	139	strmgCAMI2_short_read_pooled_gold_standard_assembly
44249	Gold standard	False	36	7206672	Paenibacillus	1.0	1.0	genus	1.0	1.0	26	7206672	26	7206672	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
1352	Gold standard	False	37	64260902	Enterococcus faecium	1.0	1.0	species	1.0	1.0	3446	64260902	3446	64260902	3446	strmgCAMI2_short_read_pooled_gold_standard_assembly
562	Gold standard	False	38	500886313	Escherichia coli	1.0	1.0	species	1.0	1.0	8751	500886313	8751	500886313	8751	strmgCAMI2_short_read_pooled_gold_standard_assembly
550	Gold standard	False	39	4595527	Enterobacter cloacae	1.0	1.0	species	1.0	1.0	42	4595527	42	4595527	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
481743	Gold standard	False	40	7206672	Paenibacillus sp.	1.0	1.0	species	1.0	1.0	26	7206672	26	7206672	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
548	Gold standard	False	41	5120124	Klebsiella aerogenes	1.0	1.0	species	1.0	1.0	22	5120124	22	5120124	22	strmgCAMI2_short_read_pooled_gold_standard_assembly
97137	Gold standard	False	42	4078664	Lactobacillus sp.	1.0	1.0	species	1.0	1.0	49	4078664	49	4078664	49	strmgCAMI2_short_read_pooled_gold_standard_assembly
1235803	Gold standard	False	43	6804298	Parabacteroides sp.	1.0	1.0	species	1.0	1.0	96	6804298	96	6804298	96	strmgCAMI2_short_read_pooled_gold_standard_assembly
823	Gold standard	False	44	5248865	Parabacteroides distasonis	1.0	1.0	species	1.0	1.0	43	5248865	43	5248865	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
1351	Gold standard	False	45	2999760	Enterococcus faecalis	1.0	1.0	species	1.0	1.0	43	2999760	43	2999760	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
1598	Gold standard	False	46	2092134	Lactobacillus reuteri	1.0	1.0	species	1.0	1.0	100	2092134	100	2092134	100	strmgCAMI2_short_read_pooled_gold_standard_assembly
1363	Gold standard	False	47	2251851	Lactococcus garvieae	1.0	1.0	species	1.0	1.0	72	2251851	72	2251851	72	strmgCAMI2_short_read_pooled_gold_standard_assembly
508451	Gold standard	False	48	1964616	Lactobacillus taiwanensis	1.0	1.0	species	1.0	1.0	31	1964616	31	1964616	31	strmgCAMI2_short_read_pooled_gold_standard_assembly
28037	Gold standard	False	49	2134590	Streptococcus mitis	1.0	1.0	species	1.0	1.0	90	2134590	90	2134590	90	strmgCAMI2_short_read_pooled_gold_standard_assembly
257758	Gold standard	False	50	6659352	Streptococcus pseudopneumoniae	1.0	1.0	species	1.0	1.0	307	6659352	307	6659352	307	strmgCAMI2_short_read_pooled_gold_standard_assembly
1280	Gold standard	False	51	58700669	Staphylococcus aureus	1.0	1.0	species	1.0	1.0	591	58700669	591	58700669	591	strmgCAMI2_short_read_pooled_gold_standard_assembly
1639133	Gold standard	False	52	15780530	Citrobacter portucalensis	1.0	1.0	species	1.0	1.0	314	15780530	314	15780530	314	strmgCAMI2_short_read_pooled_gold_standard_assembly
671267	Gold standard	False	53	16103610	Bacteroides sartorii	1.0	1.0	species	1.0	1.0	393	16103610	393	16103610	393	strmgCAMI2_short_read_pooled_gold_standard_assembly
573	Gold standard	False	54	260264530	Klebsiella pneumoniae	1.0	1.0	species	1.0	1.0	3169	260264530	3169	260264530	3169	strmgCAMI2_short_read_pooled_gold_standard_assembly
1313	Gold standard	False	55	354630258	Streptococcus pneumoniae	1.0	1.0	species	1.0	1.0	15566	354630258	15566	354630258	15566	strmgCAMI2_short_read_pooled_gold_standard_assembly
68892	Gold standard	False	56	1689680	Streptococcus infantis	1.0	1.0	species	1.0	1.0	13	1689680	13	1689680	13	strmgCAMI2_short_read_pooled_gold_standard_assembly
2	krepp v0.4.5 (99%)	False	0	1451338733	Bacteria	1.0	1.0	superkingdom	0.9995859319493542	0.999207225572638	35319	1450737780	35291	1450737780	35291	strmgCAMI2_short_read_pooled_gold_standard_assembly
1224	krepp v0.4.5 (99%)	False	1	899911682	Proteobacteria	0.9974543941205231	0.9916980061023203	phylum	0.9999687035955157	0.9989278822099922	13991	902180113	14093	899883518	13976	strmgCAMI2_short_read_pooled_gold_standard_assembly
201174	krepp v0.4.5 (99%)	True	2	2548574	Actinobacteria	0.9680700335900552	0.6428571428571429	phylum	0.9978478160728314	0.9	10	2626968	14	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
976	krepp v0.4.5 (99%)	False	3	32644661	Bacteroidetes	0.9999533140203631	0.9985119047619048	phylum	0.9894239673678952	0.9824304538799414	683	32300918	672	32299410	671	strmgCAMI2_short_read_pooled_gold_standard_assembly
1239	krepp v0.4.5 (99%)	False	4	516233816	Firmicutes	0.9999658031822316	0.9997064722860917	phylum	0.9890588124509844	0.9903077295856555	20635	510603066	20441	510585605	20435	strmgCAMI2_short_read_pooled_gold_standard_assembly
204428	krepp v0.4.5 (99%)	True	5	0	Chlamydiae	0.0	0.0	phylum			0	10793	9	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
32066	krepp v0.4.5 (99%)	True	6	0	Fusobacteria	0.0	0.0	phylum			0	1230	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1236	krepp v0.4.5 (99%)	False	7	899911682	Gammaproteobacteria	0.9974556030287683	0.9917642882499113	class	0.9999566957505058	0.9984275605746551	13991	902168186	14085	899872712	13969	strmgCAMI2_short_read_pooled_gold_standard_assembly
1760	krepp v0.4.5 (99%)	True	8	2548574	Actinobacteria	0.9985926736569635	0.75	class	0.9978478160728314	0.9	10	2546673	12	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
91061	krepp v0.4.5 (99%)	False	9	510871134	Bacilli	0.9999278618071505	0.999704535381888	class	0.9953337527972367	0.9938316933470407	20427	508523967	20307	508487283	20301	strmgCAMI2_short_read_pooled_gold_standard_assembly
200643	krepp v0.4.5 (99%)	False	10	32644661	Bacteroidia	0.9999531682734432	0.9984709480122325	class	0.9863445970537111	0.9560761346998536	683	32200393	654	32198885	653	strmgCAMI2_short_read_pooled_gold_standard_assembly
186801	krepp v0.4.5 (99%)	True	11	5362682	Clostridia	0.9801640139467199	0.9465648854961832	class	0.33685681903196946	0.5961538461538461	208	1843014	131	1806456	124	strmgCAMI2_short_read_pooled_gold_standard_assembly
28216	krepp v0.4.5 (99%)	True	12	0	Betaproteobacteria	0.0	0.0	class			0	7334	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
84998	krepp v0.4.5 (99%)	True	13	0	Coriobacteriia	0.0	0.0	class			0	80295	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
117743	krepp v0.4.5 (99%)	True	14	0	Flavobacteriia	0.0	0.0	class			0	100525	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204429	krepp v0.4.5 (99%)	True	15	0	Chlamydiia	0.0	0.0	class			0	10793	9	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
29547	krepp v0.4.5 (99%)	True	16	0	Epsilonproteobacteria	0.0	0.0	class			0	1121	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
28211	krepp v0.4.5 (99%)	True	17	0	Alphaproteobacteria	0.0	0.0	class			0	3472	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
526524	krepp v0.4.5 (99%)	True	18	0	Erysipelotrichia	0.0	0.0	class			0	3078	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203490	krepp v0.4.5 (99%)	True	19	0	Fusobacteriia	0.0	0.0	class			0	1230	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
91347	krepp v0.4.5 (99%)	False	20	899911682	Enterobacterales	0.9975628415038676	0.9934177577448665	order	0.9997445160401862	0.992423700950611	13991	901879793	13977	899681769	13885	strmgCAMI2_short_read_pooled_gold_standard_assembly
1385	krepp v0.4.5 (99%)	False	21	65907341	Bacillales	0.9991878248527932	0.9715719063545151	order	0.9988088125114924	0.9416531604538088	617	65882341	598	65828833	581	strmgCAMI2_short_read_pooled_gold_standard_assembly
85009	krepp v0.4.5 (99%)	True	22	2548574	Propionibacteriales	1.0	1.0	order	0.9978478160728314	0.9	10	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
186826	krepp v0.4.5 (99%)	False	23	444963793	Lactobacillales	0.9998727390360707	0.9996955705515247	order	0.9946546257528868	0.9945986875315497	19810	442641626	19709	442585295	19703	strmgCAMI2_short_read_pooled_gold_standard_assembly
171549	krepp v0.4.5 (99%)	False	24	32644661	Bacteroidales	0.9999531682734432	0.9984709480122325	order	0.9863445970537111	0.9560761346998536	683	32200393	654	32198885	653	strmgCAMI2_short_read_pooled_gold_standard_assembly
186802	krepp v0.4.5 (99%)	True	25	5362682	Clostridiales	0.9801640139467199	0.9465648854961832	order	0.33685681903196946	0.5961538461538461	208	1843014	131	1806456	124	strmgCAMI2_short_read_pooled_gold_standard_assembly
72274	krepp v0.4.5 (99%)	True	26	0	Pseudomonadales	0.0	0.0	order			0	80336	28	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
80840	krepp v0.4.5 (99%)	True	27	0	Burkholderiales	0.0	0.0	order			0	2542	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
84999	krepp v0.4.5 (99%)	True	28	0	Coriobacteriales	0.0	0.0	order			0	80295	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
206351	krepp v0.4.5 (99%)	True	29	0	Neisseriales	0.0	0.0	order			0	4792	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135614	krepp v0.4.5 (99%)	True	30	0	Xanthomonadales	0.0	0.0	order			0	199202	75	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200644	krepp v0.4.5 (99%)	True	31	0	Flavobacteriales	0.0	0.0	order			0	100525	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85007	krepp v0.4.5 (99%)	True	32	0	Corynebacteriales	0.0	0.0	order			0	2263	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135623	krepp v0.4.5 (99%)	True	33	0	Vibrionales	0.0	0.0	order			0	3884	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
51291	krepp v0.4.5 (99%)	True	34	0	Chlamydiales	0.0	0.0	order			0	10793	9	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
213849	krepp v0.4.5 (99%)	True	35	0	Campylobacterales	0.0	0.0	order			0	1121	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1240482	krepp v0.4.5 (99%)	True	36	0	Orbales	0.0	0.0	order			0	1776	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
356	krepp v0.4.5 (99%)	True	37	0	Rhizobiales	0.0	0.0	order			0	1476	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
526525	krepp v0.4.5 (99%)	True	38	0	Erysipelotrichales	0.0	0.0	order			0	3078	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203491	krepp v0.4.5 (99%)	True	39	0	Fusobacteriales	0.0	0.0	order			0	1230	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204455	krepp v0.4.5 (99%)	True	40	0	Rhodobacterales	0.0	0.0	order			0	1996	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135625	krepp v0.4.5 (99%)	True	41	0	Pasteurellales	0.0	0.0	order			0	3195	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85011	krepp v0.4.5 (99%)	True	42	0	Streptomycetales	0.0	0.0	order			0	1321	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1300	krepp v0.4.5 (99%)	False	43	369567717	Streptococcaceae	0.9999401506701805	0.999380613192939	family	0.9998777544738844	0.999628275819342	16141	369544656	16145	369522539	16135	strmgCAMI2_short_read_pooled_gold_standard_assembly
543	krepp v0.4.5 (99%)	False	44	899911682	Enterobacteriaceae	0.9976020189537788	0.9954092245893408	family	0.9995953280668713	0.9918519047959402	13991	901709796	13941	899547513	13877	strmgCAMI2_short_read_pooled_gold_standard_assembly
90964	krepp v0.4.5 (99%)	False	45	58700669	Staphylococcaceae	0.9993131641492685	0.9737762237762237	family	0.9987747158384175	0.9424703891708968	591	58669040	572	58628744	557	strmgCAMI2_short_read_pooled_gold_standard_assembly
186822	krepp v0.4.5 (99%)	True	46	7206672	Paenibacillaceae	1.0	1.0	family	0.9986358474480315	0.8846153846153846	26	7196841	23	7196841	23	strmgCAMI2_short_read_pooled_gold_standard_assembly
31957	krepp v0.4.5 (99%)	True	47	2548574	Propionibacteriaceae	1.0	1.0	family	0.9978478160728314	0.9	10	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
33958	krepp v0.4.5 (99%)	False	48	8135414	Lactobacillaceae	1.0	1.0	family	0.9965336736397189	0.95	180	8107214	171	8107214	171	strmgCAMI2_short_read_pooled_gold_standard_assembly
81852	krepp v0.4.5 (99%)	False	49	67260662	Enterococcaceae	0.999461500635468	0.9988207547169812	family	0.9654149701946139	0.9710518773287475	3489	64969436	3392	64934450	3388	strmgCAMI2_short_read_pooled_gold_standard_assembly
815	krepp v0.4.5 (99%)	False	50	20591498	Bacteroidaceae	0.9696367353276647	0.9834710743801653	family	0.9531385234818759	0.875	544	20241137	484	19626550	476	strmgCAMI2_short_read_pooled_gold_standard_assembly
2005525	krepp v0.4.5 (99%)	False	51	12053163	Tannerellaceae	0.9673389221565116	0.8311688311688312	family	0.9342293802879792	0.920863309352518	139	11640614	154	11260419	128	strmgCAMI2_short_read_pooled_gold_standard_assembly
468	krepp v0.4.5 (99%)	True	52	0	Moraxellaceae	0.0	0.0	family			0	38201	16	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1903411	krepp v0.4.5 (99%)	True	53	0	Yersiniaceae	0.0	0.0	family			0	70324	32	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186804	krepp v0.4.5 (99%)	True	54	0	Peptostreptococcaceae	0.0	0.0	family			0	7218	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
119060	krepp v0.4.5 (99%)	True	55	0	Burkholderiaceae	0.0	0.0	family			0	2542	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
2005473	krepp v0.4.5 (99%)	True	56	0	Muribaculaceae	0.0	0.0	family			0	99561	8	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135621	krepp v0.4.5 (99%)	True	57	0	Pseudomonadaceae	0.0	0.0	family			0	41010	11	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1643824	krepp v0.4.5 (99%)	True	58	0	Atopobiaceae	0.0	0.0	family			0	80295	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
481	krepp v0.4.5 (99%)	True	59	0	Neisseriaceae	0.0	0.0	family			0	4792	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
171552	krepp v0.4.5 (99%)	True	60	0	Prevotellaceae	0.0	0.0	family			0	45418	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
32033	krepp v0.4.5 (99%)	True	61	0	Xanthomonadaceae	0.0	0.0	family			0	193719	74	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
49546	krepp v0.4.5 (99%)	True	62	0	Flavobacteriaceae	0.0	0.0	family			0	100525	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1762	krepp v0.4.5 (99%)	True	63	0	Mycobacteriaceae	0.0	0.0	family			0	2263	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
641	krepp v0.4.5 (99%)	True	64	0	Vibrionaceae	0.0	0.0	family			0	3884	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
809	krepp v0.4.5 (99%)	True	65	0	Chlamydiaceae	0.0	0.0	family			0	10793	9	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1903414	krepp v0.4.5 (99%)	True	66	0	Morganellaceae	0.0	0.0	family			0	99673	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186803	krepp v0.4.5 (99%)	True	67	0	Lachnospiraceae	0.0	0.0	family			0	1101	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
31979	krepp v0.4.5 (99%)	True	68	0	Clostridiaceae	0.0	0.0	family			0	28239	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186820	krepp v0.4.5 (99%)	True	69	0	Listeriaceae	0.0	0.0	family			0	4740	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1240483	krepp v0.4.5 (99%)	True	70	0	Orbaceae	0.0	0.0	family			0	1776	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186817	krepp v0.4.5 (99%)	True	71	0	Bacillaceae	0.0	0.0	family			0	11720	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1853231	krepp v0.4.5 (99%)	True	72	0	Odoribacteraceae	0.0	0.0	family			0	172155	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
128827	krepp v0.4.5 (99%)	True	73	0	Erysipelotrichaceae	0.0	0.0	family			0	3078	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1129771	krepp v0.4.5 (99%)	True	74	0	Leptotrichiaceae	0.0	0.0	family			0	1230	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
31989	krepp v0.4.5 (99%)	True	75	0	Rhodobacteraceae	0.0	0.0	family			0	1996	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
712	krepp v0.4.5 (99%)	True	76	0	Pasteurellaceae	0.0	0.0	family			0	3195	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
2062	krepp v0.4.5 (99%)	True	77	0	Streptomycetaceae	0.0	0.0	family			0	1321	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1301	krepp v0.4.5 (99%)	False	78	367315866	Streptococcus	0.999802602471657	0.9991914417216071	genus	0.9998957600159858	0.9997510734955505	16069	367350091	16078	367277577	16065	strmgCAMI2_short_read_pooled_gold_standard_assembly
1279	krepp v0.4.5 (99%)	False	79	58700669	Staphylococcus	0.9993131641492685	0.9737762237762237	genus	0.9987747158384175	0.9424703891708968	591	58669040	572	58628744	557	strmgCAMI2_short_read_pooled_gold_standard_assembly
44249	krepp v0.4.5 (99%)	False	80	7206672	Paenibacillus	1.0	1.0	genus	0.9986358474480315	0.8846153846153846	26	7196841	23	7196841	23	strmgCAMI2_short_read_pooled_gold_standard_assembly
1578	krepp v0.4.5 (99%)	False	81	8135414	Lactobacillus	1.0	1.0	genus	0.9965336736397189	0.95	180	8107214	171	8107214	171	strmgCAMI2_short_read_pooled_gold_standard_assembly
547	krepp v0.4.5 (99%)	False	82	9522767	Enterobacter	0.9097982199645537	0.6312849162011173	genus	0.9952739576637757	0.9112903225806451	124	10417433	179	9477762	113	strmgCAMI2_short_read_pooled_gold_standard_assembly
570	krepp v0.4.5 (99%)	False	83	265384654	Klebsiella	0.9816398070691512	0.8766724840023269	genus	0.9948662819064135	0.9445314948292072	3191	268960409	3438	264022244	3014	strmgCAMI2_short_read_pooled_gold_standard_assembly
561	krepp v0.4.5 (99%)	False	84	500886313	Escherichia	0.991932931148711	0.982884500299222	genus	0.9859248060547424	0.9384070391955205	8751	497852451	8355	493836241	8212	strmgCAMI2_short_read_pooled_gold_standard_assembly
1357	krepp v0.4.5 (99%)	True	85	2251851	Lactococcus	1.0	1.0	genus	0.9739809605520081	0.9166666666666666	72	2193260	66	2193260	66	strmgCAMI2_short_read_pooled_gold_standard_assembly
1350	krepp v0.4.5 (99%)	False	86	67260662	Enterococcus	0.999461500635468	0.9988207547169812	genus	0.9654149701946139	0.9710518773287475	3489	64969436	3392	64934450	3388	strmgCAMI2_short_read_pooled_gold_standard_assembly
816	krepp v0.4.5 (99%)	False	87	20591498	Bacteroides	0.9696367353276647	0.9834710743801653	genus	0.9531385234818759	0.875	544	20241137	484	19626550	476	strmgCAMI2_short_read_pooled_gold_standard_assembly
375288	krepp v0.4.5 (99%)	False	88	12053163	Parabacteroides	0.9673389221565116	0.8311688311688312	genus	0.9342293802879792	0.920863309352518	139	11640614	154	11260419	128	strmgCAMI2_short_read_pooled_gold_standard_assembly
544	krepp v0.4.5 (99%)	False	89	15780530	Citrobacter	0.996668484438211	0.981651376146789	genus	0.7639223777655123	0.6815286624203821	314	12095396	218	12055100	214	strmgCAMI2_short_read_pooled_gold_standard_assembly
469	krepp v0.4.5 (99%)	True	90	0	Acinetobacter	0.0	0.0	genus			0	35860	14	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
620	krepp v0.4.5 (99%)	True	91	0	Shigella	0.0	0.0	genus			0	2345110	53	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
590	krepp v0.4.5 (99%)	True	92	0	Salmonella	0.0	0.0	genus			0	1588034	86	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
613	krepp v0.4.5 (99%)	True	93	0	Serratia	0.0	0.0	genus			0	36940	29	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1870884	krepp v0.4.5 (99%)	True	94	0	Clostridioides	0.0	0.0	genus			0	7218	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
48736	krepp v0.4.5 (99%)	True	95	0	Ralstonia	0.0	0.0	genus			0	1408	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
