TAXID	Tool	filtered	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
547	Gold standard	False	32	9522767	Enterobacter	1.0	1.0	genus	1.0	1.0	124	9522767	124	9522767	124	strmgCAMI2_short_read_pooled_gold_standard_assembly
1578	Gold standard	False	33	8135414	Lactobacillus	1.0	1.0	genus	1.0	1.0	180	8135414	180	8135414	180	strmgCAMI2_short_read_pooled_gold_standard_assembly
1357	Gold standard	False	34	2251851	Lactococcus	1.0	1.0	genus	1.0	1.0	72	2251851	72	2251851	72	strmgCAMI2_short_read_pooled_gold_standard_assembly
375288	Gold standard	False	35	12053163	Parabacteroides	1.0	1.0	genus	1.0	1.0	139	12053163	139	12053163	139	strmgCAMI2_short_read_pooled_gold_standard_assembly
44249	Gold standard	False	36	7206672	Paenibacillus	1.0	1.0	genus	1.0	1.0	26	7206672	26	7206672	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
1352	Gold standard	False	37	64260902	Enterococcus faecium	1.0	1.0	species	1.0	1.0	3446	64260902	3446	64260902	3446	strmgCAMI2_short_read_pooled_gold_standard_assembly
562	Gold standard	False	38	500886313	Escherichia coli	1.0	1.0	species	1.0	1.0	8751	500886313	8751	500886313	8751	strmgCAMI2_short_read_pooled_gold_standard_assembly
550	Gold standard	False	39	4595527	Enterobacter cloacae	1.0	1.0	species	1.0	1.0	42	4595527	42	4595527	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
481743	Gold standard	False	40	7206672	Paenibacillus sp.	1.0	1.0	species	1.0	1.0	26	7206672	26	7206672	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
548	Gold standard	False	41	5120124	Klebsiella aerogenes	1.0	1.0	species	1.0	1.0	22	5120124	22	5120124	22	strmgCAMI2_short_read_pooled_gold_standard_assembly
97137	Gold standard	False	42	4078664	Lactobacillus sp.	1.0	1.0	species	1.0	1.0	49	4078664	49	4078664	49	strmgCAMI2_short_read_pooled_gold_standard_assembly
1235803	Gold standard	False	43	6804298	Parabacteroides sp.	1.0	1.0	species	1.0	1.0	96	6804298	96	6804298	96	strmgCAMI2_short_read_pooled_gold_standard_assembly
823	Gold standard	False	44	5248865	Parabacteroides distasonis	1.0	1.0	species	1.0	1.0	43	5248865	43	5248865	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
1351	Gold standard	False	45	2999760	Enterococcus faecalis	1.0	1.0	species	1.0	1.0	43	2999760	43	2999760	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
1598	Gold standard	False	46	2092134	Lactobacillus reuteri	1.0	1.0	species	1.0	1.0	100	2092134	100	2092134	100	strmgCAMI2_short_read_pooled_gold_standard_assembly
1363	Gold standard	False	47	2251851	Lactococcus garvieae	1.0	1.0	species	1.0	1.0	72	2251851	72	2251851	72	strmgCAMI2_short_read_pooled_gold_standard_assembly
508451	Gold standard	False	48	1964616	Lactobacillus taiwanensis	1.0	1.0	species	1.0	1.0	31	1964616	31	1964616	31	strmgCAMI2_short_read_pooled_gold_standard_assembly
28037	Gold standard	False	49	2134590	Streptococcus mitis	1.0	1.0	species	1.0	1.0	90	2134590	90	2134590	90	strmgCAMI2_short_read_pooled_gold_standard_assembly
257758	Gold standard	False	50	6659352	Streptococcus pseudopneumoniae	1.0	1.0	species	1.0	1.0	307	6659352	307	6659352	307	strmgCAMI2_short_read_pooled_gold_standard_assembly
1280	Gold standard	False	51	58700669	Staphylococcus aureus	1.0	1.0	species	1.0	1.0	591	58700669	591	58700669	591	strmgCAMI2_short_read_pooled_gold_standard_assembly
1639133	Gold standard	False	52	15780530	Citrobacter portucalensis	1.0	1.0	species	1.0	1.0	314	15780530	314	15780530	314	strmgCAMI2_short_read_pooled_gold_standard_assembly
671267	Gold standard	False	53	16103610	Bacteroides sartorii	1.0	1.0	species	1.0	1.0	393	16103610	393	16103610	393	strmgCAMI2_short_read_pooled_gold_standard_assembly
573	Gold standard	False	54	260264530	Klebsiella pneumoniae	1.0	1.0	species	1.0	1.0	3169	260264530	3169	260264530	3169	strmgCAMI2_short_read_pooled_gold_standard_assembly
1313	Gold standard	False	55	354630258	Streptococcus pneumoniae	1.0	1.0	species	1.0	1.0	15566	354630258	15566	354630258	15566	strmgCAMI2_short_read_pooled_gold_standard_assembly
68892	Gold standard	False	56	1689680	Streptococcus infantis	1.0	1.0	species	1.0	1.0	13	1689680	13	1689680	13	strmgCAMI2_short_read_pooled_gold_standard_assembly
2	LSHVec cami2	False	0	1451338733	Bacteria	1.0	1.0	superkingdom	1.0	1.0	35319	1451338733	35319	1451338733	35319	strmgCAMI2_short_read_pooled_gold_standard_assembly
1224	LSHVec cami2	False	1	899911682	Proteobacteria	0.9990962793927431	0.9777218828602228	phylum	0.9979295390455882	0.972410835537131	13991	898860769	13915	898048450	13605	strmgCAMI2_short_read_pooled_gold_standard_assembly
201174	LSHVec cami2	True	2	2548574	Actinobacteria	0.9722139285128553	0.23684210526315788	phylum	0.9978478160728314	0.9	10	2615771	38	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
976	LSHVec cami2	False	3	32644661	Bacteroidetes	0.9270211065174571	0.6062322946175638	phylum	0.994585730266888	0.9399707174231332	683	35023921	1059	32467914	642	strmgCAMI2_short_read_pooled_gold_standard_assembly
1239	LSHVec cami2	False	4	516233816	Firmicutes	0.9975097469797826	0.986804475440269	phylum	0.9895045310243682	0.9531378725466441	20635	512090936	19931	510815700	19668	strmgCAMI2_short_read_pooled_gold_standard_assembly
1117	LSHVec cami2	True	5	0	Cyanobacteria	0.0	0.0	phylum			0	161101	53	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203691	LSHVec cami2	True	6	0	Spirochaetes	0.0	0.0	phylum			0	44096	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
67820	LSHVec cami2	True	7	0	Candidatus Microgenomates	0.0	0.0	phylum			0	1373	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
32066	LSHVec cami2	True	8	0	Fusobacteria	0.0	0.0	phylum			0	7226	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200795	LSHVec cami2	True	9	0	Chloroflexi	0.0	0.0	phylum			0	23345	7	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203682	LSHVec cami2	True	10	0	Planctomycetes	0.0	0.0	phylum			0	4250	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1297	LSHVec cami2	True	11	0	Deinococcus-Thermus	0.0	0.0	phylum			0	1135	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
221216	LSHVec cami2	True	12	0	Candidatus Parcubacteria	0.0	0.0	phylum			0	1275	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
62680	LSHVec cami2	True	13	0	Candidatus Marinimicrobia	0.0	0.0	phylum			0	3674	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200783	LSHVec cami2	True	14	0	Aquificae	0.0	0.0	phylum			0	2672	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1619053	LSHVec cami2	True	15	0	Candidatus Peregrinibacteria	0.0	0.0	phylum			0	4451	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
65842	LSHVec cami2	True	16	0	Fibrobacteres	0.0	0.0	phylum			0	3649	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1752731	LSHVec cami2	True	17	0	Candidatus Magasanikbacteria	0.0	0.0	phylum			0	2518	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200930	LSHVec cami2	True	18	0	Deferribacteres	0.0	0.0	phylum			0	4684	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1752720	LSHVec cami2	True	19	0	Candidatus Gottesmanbacteria	0.0	0.0	phylum			0	1204	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
544448	LSHVec cami2	True	20	0	Tenericutes	0.0	0.0	phylum			0	1346	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1817907	LSHVec cami2	True	21	0	Candidatus Kerfeldbacteria	0.0	0.0	phylum			0	1189	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
74152	LSHVec cami2	True	22	0	Elusimicrobia	0.0	0.0	phylum			0	2412	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1817925	LSHVec cami2	True	23	0	Candidatus Zambryskibacteria	0.0	0.0	phylum			0	1541	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200918	LSHVec cami2	True	24	0	Thermotogae	0.0	0.0	phylum			0	1307	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1817808	LSHVec cami2	True	25	0	Candidatus Margulisbacteria	0.0	0.0	phylum			0	3706	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1752723	LSHVec cami2	True	26	0	Candidatus Roizmanbacteria	0.0	0.0	phylum			0	2654	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204428	LSHVec cami2	True	27	0	Chlamydiae	0.0	0.0	phylum			0	1124	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
508458	LSHVec cami2	True	28	0	Synergistetes	0.0	0.0	phylum			0	1479	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1798710	LSHVec cami2	True	29	0	Candidatus Melainabacteria	0.0	0.0	phylum			0	4623	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
95818	LSHVec cami2	True	30	0	Candidatus Saccharibacteria	0.0	0.0	phylum			0	1008	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1752719	LSHVec cami2	True	31	0	Candidatus Levybacteria	0.0	0.0	phylum			0	3589	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
363464	LSHVec cami2	True	32	0	Candidatus Gracilibacteria	0.0	0.0	phylum			0	1144	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1752722	LSHVec cami2	True	33	0	Candidatus Woesebacteria	0.0	0.0	phylum			0	1373	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
265317	LSHVec cami2	True	34	0	Candidatus Poribacteria	0.0	0.0	phylum			0	4848	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1817905	LSHVec cami2	True	35	0	Candidatus Harrisonbacteria	0.0	0.0	phylum			0	1578	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1760	LSHVec cami2	True	36	2548574	Actinobacteria	0.9754137596416065	0.2647058823529412	class	0.9978478160728314	0.9	10	2607190	34	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
1236	LSHVec cami2	False	37	899911682	Gammaproteobacteria	0.9995533024806672	0.9879526869158879	class	0.99749616207338	0.9671217211064256	13991	898059610	13696	897658449	13531	strmgCAMI2_short_read_pooled_gold_standard_assembly
200643	LSHVec cami2	False	38	32644661	Bacteroidia	0.9885184020275992	0.8795518207282913	class	0.9930840145651995	0.9194729136163983	683	32795435	714	32418891	628	strmgCAMI2_short_read_pooled_gold_standard_assembly
91061	LSHVec cami2	False	39	510871134	Bacilli	0.9984501911181807	0.9918409501678286	class	0.9876093077515709	0.9402751260586478	20427	505324243	19365	504541087	19207	strmgCAMI2_short_read_pooled_gold_standard_assembly
186801	LSHVec cami2	True	40	5362682	Clostridia	0.7939735618313866	0.3510848126232742	class	0.9771431533698997	0.8557692307692307	208	6599852	507	5240108	178	strmgCAMI2_short_read_pooled_gold_standard_assembly
117743	LSHVec cami2	True	41	0	Flavobacteriia	0.0	0.0	class			0	600066	171	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
909932	LSHVec cami2	True	42	0	Negativicutes	0.0	0.0	class			0	12081	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
28211	LSHVec cami2	True	43	0	Alphaproteobacteria	0.0	0.0	class			0	263542	91	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
28221	LSHVec cami2	True	44	0	Deltaproteobacteria	0.0	0.0	class			0	141087	46	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203692	LSHVec cami2	True	45	0	Spirochaetia	0.0	0.0	class			0	44096	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1853228	LSHVec cami2	True	46	0	Chitinophagia	0.0	0.0	class			0	156524	28	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
29547	LSHVec cami2	True	47	0	Epsilonproteobacteria	0.0	0.0	class			0	52642	28	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
768503	LSHVec cami2	True	48	0	Cytophagia	0.0	0.0	class			0	220753	86	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203490	LSHVec cami2	True	49	0	Fusobacteriia	0.0	0.0	class			0	7226	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
117747	LSHVec cami2	True	50	0	Sphingobacteriia	0.0	0.0	class			0	1242575	56	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
28216	LSHVec cami2	True	51	0	Betaproteobacteria	0.0	0.0	class			0	321127	49	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
84998	LSHVec cami2	True	52	0	Coriobacteriia	0.0	0.0	class			0	5888	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1737404	LSHVec cami2	True	53	0	Tissierellia	0.0	0.0	class			0	83400	23	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
292625	LSHVec cami2	True	54	0	Anaerolineae	0.0	0.0	class			0	15042	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203683	LSHVec cami2	True	55	0	Planctomycetia	0.0	0.0	class			0	2810	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1937959	LSHVec cami2	True	56	0	Saprospiria	0.0	0.0	class			0	7410	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
188787	LSHVec cami2	True	57	0	Deinococci	0.0	0.0	class			0	1135	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
187857	LSHVec cami2	True	58	0	Aquificae	0.0	0.0	class			0	2672	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
84992	LSHVec cami2	True	59	0	Acidimicrobiia	0.0	0.0	class			0	2693	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1553900	LSHVec cami2	True	60	0	Oligoflexia	0.0	0.0	class			0	22761	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
526524	LSHVec cami2	True	61	0	Erysipelotrichia	0.0	0.0	class			0	17552	7	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204430	LSHVec cami2	True	62	0	Fibrobacteria	0.0	0.0	class			0	3649	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
68337	LSHVec cami2	True	63	0	Deferribacteres	0.0	0.0	class			0	4684	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
31969	LSHVec cami2	True	64	0	Mollicutes	0.0	0.0	class			0	1346	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
188708	LSHVec cami2	True	65	0	Thermotogae	0.0	0.0	class			0	1307	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
2211268	LSHVec cami2	True	66	0	Candidatus Riflemargulisbacteria	0.0	0.0	class			0	3706	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
301297	LSHVec cami2	True	67	0	Dehalococcoidia	0.0	0.0	class			0	4714	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
388447	LSHVec cami2	True	68	0	Ktedonobacteria	0.0	0.0	class			0	3589	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204429	LSHVec cami2	True	69	0	Chlamydiia	0.0	0.0	class			0	1124	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
649775	LSHVec cami2	True	70	0	Synergistia	0.0	0.0	class			0	1479	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
447830	LSHVec cami2	True	71	0	Endomicrobia	0.0	0.0	class			0	1128	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85009	LSHVec cami2	True	72	2548574	Propionibacteriales	0.9993123337075548	0.9	order	0.9978478160728314	0.9	10	2544839	10	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
1385	LSHVec cami2	False	73	65907341	Bacillales	0.9355553907746695	0.4838709677419355	order	0.9975563571894063	0.9238249594813615	617	70275141	1178	65746287	570	strmgCAMI2_short_read_pooled_gold_standard_assembly
91347	LSHVec cami2	False	74	899911682	Enterobacterales	0.9999202799935186	0.996125763671584	order	0.9967011051646733	0.9556143234936745	13991	897014478	13422	896942968	13370	strmgCAMI2_short_read_pooled_gold_standard_assembly
171549	LSHVec cami2	False	75	32644661	Bacteroidales	0.988637771413378	0.8816901408450705	order	0.9929980893353434	0.9165446559297218	683	32788638	710	32416086	626	strmgCAMI2_short_read_pooled_gold_standard_assembly
186826	LSHVec cami2	False	76	444963793	Lactobacillales	0.999854261089969	0.9993951391180028	order	0.9775665185414311	0.9174659262998486	19810	435045109	18186	434981706	18175	strmgCAMI2_short_read_pooled_gold_standard_assembly
186802	LSHVec cami2	True	77	5362682	Clostridiales	0.7953140575844078	0.357429718875502	order	0.9771431533698997	0.8557692307692307	208	6588728	498	5240108	178	strmgCAMI2_short_read_pooled_gold_standard_assembly
72274	LSHVec cami2	True	78	0	Pseudomonadales	0.0	0.0	order			0	190570	55	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135625	LSHVec cami2	True	79	0	Pasteurellales	0.0	0.0	order			0	5069	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200644	LSHVec cami2	True	80	0	Flavobacteriales	0.0	0.0	order			0	600066	171	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
909929	LSHVec cami2	True	81	0	Selenomonadales	0.0	0.0	order			0	10622	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
356	LSHVec cami2	True	82	0	Rhizobiales	0.0	0.0	order			0	37032	17	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
213118	LSHVec cami2	True	83	0	Desulfobacterales	0.0	0.0	order			0	51520	16	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1161	LSHVec cami2	True	84	0	Nostocales	0.0	0.0	order			0	62957	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135622	LSHVec cami2	True	85	0	Alteromonadales	0.0	0.0	order			0	279276	76	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1853229	LSHVec cami2	True	86	0	Chitinophagales	0.0	0.0	order			0	156524	28	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
69541	LSHVec cami2	True	87	0	Desulfuromonadales	0.0	0.0	order			0	4308	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135623	LSHVec cami2	True	88	0	Vibrionales	0.0	0.0	order			0	202961	45	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1706369	LSHVec cami2	True	89	0	Cellvibrionales	0.0	0.0	order			0	14635	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
768507	LSHVec cami2	True	90	0	Cytophagales	0.0	0.0	order			0	220753	86	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
203491	LSHVec cami2	True	91	0	Fusobacteriales	0.0	0.0	order			0	7226	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
213849	LSHVec cami2	True	92	0	Campylobacterales	0.0	0.0	order			0	36809	20	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200666	LSHVec cami2	True	93	0	Sphingobacteriales	0.0	0.0	order			0	1242575	56	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1150	LSHVec cami2	True	94	0	Oscillatoriales	0.0	0.0	order			0	29277	12	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
80840	LSHVec cami2	True	95	0	Burkholderiales	0.0	0.0	order			0	302010	41	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204455	LSHVec cami2	True	96	0	Rhodobacterales	0.0	0.0	order			0	127201	34	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
84999	LSHVec cami2	True	97	0	Coriobacteriales	0.0	0.0	order			0	3860	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1890424	LSHVec cami2	True	98	0	Synechococcales	0.0	0.0	order			0	29741	9	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1737405	LSHVec cami2	True	99	0	Tissierellales	0.0	0.0	order			0	82278	22	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135619	LSHVec cami2	True	100	0	Oceanospirillales	0.0	0.0	order			0	86695	18	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
206389	LSHVec cami2	True	101	0	Rhodocyclales	0.0	0.0	order			0	11562	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
53433	LSHVec cami2	True	102	0	Halanaerobiales	0.0	0.0	order			0	6037	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135624	LSHVec cami2	True	103	0	Aeromonadales	0.0	0.0	order			0	68502	20	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85006	LSHVec cami2	True	104	0	Micrococcales	0.0	0.0	order			0	22122	8	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
72273	LSHVec cami2	True	105	0	Thiotrichales	0.0	0.0	order			0	92432	25	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
112	LSHVec cami2	True	106	0	Planctomycetales	0.0	0.0	order			0	2810	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1843489	LSHVec cami2	True	107	0	Veillonellales	0.0	0.0	order			0	1459	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
292629	LSHVec cami2	True	108	0	Anaerolineales	0.0	0.0	order			0	13898	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
510684	LSHVec cami2	True	109	0	Sneathiellales	0.0	0.0	order			0	1191	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
