G009774865	G002362235	0.00759861	0	66977/100000
G000185885	G000390045	0.0079711	0	65784/100000
G000710505	G003609755	0.00802368	0	65618/100000
G000179815	G003931975	0.00809365	0	65398/100000
G002795845	G002478725	0.00815178	0	65216/100000
G001513315	G012839465	0.0083282	0	64668/100000
G004114165	G000735795	0.00833046	0	64661/100000
G000502095	G000502035	0.00840579	0	64429/100000
G000019725	G001476225	0.00860698	0	63815/100000
G001567405	G002344155	0.00863801	0	63721/100000
G004768415	G004768435	0.00887855	0	62999/100000
G000517565	G002877975	0.00892934	0	62848/100000
G000953715	G012839465	0.00907253	0	62425/100000
G001438005	G002346835	0.00909908	0	62347/100000
G000024985	G003242625	0.00917353	0	62129/100000
G000972995	G008269695	0.00922187	0	61988/100000
G000973005	G008269695	0.00927657	0	61829/100000
G000620885	G008269695	0.00927933	0	61821/100000
G000196035	G008269695	0.00933146	0	61670/100000
G001564695	G008269695	0.00938447	0	61517/100000
G001463995	G008269695	0.00938898	0	61504/100000
G001938355	G009797425	0.00951866	0	61132/100000
G001307545	G001475495	0.0096015	0	60896/100000
G001133125	G004331935	0.00969788	0	60623/100000
G001611775	G009797425	0.00978844	0	60368/100000
G000567965	G008269695	0.0097888	0	60367/100000
G000620905	G008269695	0.00979343	0	60354/100000
G003554425	G001564055	0.00979806	0	60341/100000
G003644525	G011052855	0.00985233	0	60189/100000
G002015085	G009797425	0.00996359	0	59879/100000
G000688835	G009797425	0.0100047	0	59765/100000
G000620985	G003537455	0.0101258	0	59431/100000
G000299455	G900636085	0.0101353	0	59405/100000
G001564995	G008269695	0.0103449	0	58833/100000
G000444605	G009797425	0.0105343	0	58323/100000
G000019725	G000878385	0.0105994	0	58149/100000
G001051235	G002337185	0.0106576	0	57994/100000
G001438005	G002346355	0.0110377	0	56996/100000
G001280145	G001476225	0.0110674	0	56919/100000
G001280145	G000878385	0.0111265	0	56766/100000
G000196275	G002384255	0.0111898	0	56603/100000
G000007525	G008673975	0.0113902	0	56091/100000
G000697965	G002216665	0.0117402	0	55212/100000
G002070575	G002067585	0.0117679	0	55143/100000
G008273775	G900636085	0.0118051	0	55051/100000
G001340935	G004331935	0.0120936	0	54343/100000
G001508875	G001508125	0.0121397	0	54231/100000
G001010485	G002431625	0.0123029	0	53837/100000
G001689425	G009775485	0.0123735	0	53668/100000
G001436775	G002316965	0.0125597	0	53225/100000
G001719865	G004331935	0.0127088	0	52874/100000
G000156295	G002378915	0.0128489	0	52547/100000
G001485475	G012839965	0.012923	0	52375/100000
G001643955	G001486905	0.0129529	0	52306/100000
G001022195	G001807845	0.0129893	0	52222/100000
G000314575	G002476965	0.0131729	0	51801/100000
G001042405	G002316965	0.0133134	0	51482/100000
G000426385	G002330965	0.0133918	0	51305/100000
G001571305	G003507845	0.0134608	0	51150/100000
G000526435	G003242265	0.0136365	0	50758/100000
G000648175	G002307795	0.0142741	0	49369/100000
G002730355	G002388025	0.0143801	0	49143/100000
G902792045	G002351115	0.0143971	0	49107/100000
G001311725	G002316965	0.0145304	0	48825/100000
G000944855	G900636085	0.0145941	0	48691/100000
G000756655	G002337725	0.0147472	0	48371/100000
G900114425	G002351115	0.0149657	0	47919/100000
G900112735	G002351115	0.0149701	0	47910/100000
G000426385	G002479615	0.0150584	0	47729/100000
G000648015	G002307795	0.0151894	0	47462/100000
G001896645	G012839965	0.0151894	0	47462/100000
G001899705	G002322695	0.0152126	0	47415/100000
G000415085	G002307795	0.015318	0	47202/100000
G000317935	G001525555	0.0153339	0	47170/100000
G000196095	G003123995	0.0155734	0	46691/100000
G000179395	G002482225	0.0158387	0	46168/100000
G000493225	G003123995	0.015896	0	46056/100000
G001456215	G002835445	0.0160169	0	45821/100000
G000307265	G900550275	0.0161823	0	45502/100000
G003309745	G002835445	0.0163198	0	45239/100000
G000415005	G002307795	0.0163824	0	45120/100000
G000011065	G006218125	0.0164472	0	44997/100000
G000420325	G002473345	0.0168313	0	44278/100000
G900108995	G002351115	0.0170092	0	43950/100000
G000007785	G002307795	0.0172743	0	43467/100000
G001314975	G006218125	0.0174974	0	43066/100000
G000437995	G006218125	0.0175047	0	43053/100000
G000444565	G009797425	0.0175787	0	42921/100000
G000296465	G003524165	0.0176035	0	42877/100000
G000318015	G001525555	0.017617	0	42853/100000
G007998125	G900636085	0.0176994	0	42707/100000
G000006925	G900636085	0.017789	0	42549/100000
G000020945	G012719895	0.0178061	0	42519/100000
G000702165	G002351115	0.0179397	0	42285/100000
G000025105	G001508125	0.018019	0	42147/100000
G000026325	G900323745	0.0180553	0	42084/100000
G000444705	G009797425	0.0182646	0	41723/100000
G000444645	G009797425	0.018404	0	41485/100000
G000009745	G002117205	0.0184175	0	41462/100000
G000712635	G003241225	0.018487	0	41344/100000
G000010285	G003450595	0.0186036	0	41147/100000
G900120415	G008661855	0.018743	0	40913/100000
G000025025	G002431625	0.0187544	0	40894/100000
G001687195	G000411595	0.0192614	0	40058/100000
G000426465	G009360455	0.019339	0	39932/100000
G000740715	G000411595	0.0193501	0	39914/100000
G001461825	G000411595	0.0196702	0	39400/100000
G000746035	G000411595	0.0197469	0	39278/100000
G000725405	G003533385	0.0198303	0	39146/100000
G000275785	G000411595	0.0198449	0	39123/100000
G001517185	G000411595	0.0199675	0	38930/100000
G000368625	G002381195	0.0200327	0	38828/100000
G001587325	G000411595	0.0200416	0	38814/100000
G900156245	G000411595	0.0200692	0	38771/100000
G001617995	G000411595	0.0201128	0	38703/100000
G001975995	G000411595	0.020161	0	38628/100000
G001440465	G000411595	0.0202158	0	38543/100000
G001318165	G000735795	0.0202514	0	38488/100000
G003072045	G008978205	0.0202611	0	38473/100000
G000008865	G900636085	0.02047	0	38152/100000
G001698145	G002386555	0.020489	0	38123/100000
G000444685	G009797425	0.0206884	0	37820/100000
G001808025	G002322695	0.02092	0	37472/100000
G000312125	G002363295	0.0210025	0	37349/100000
G007785795	G002340685	0.0213463	0	36842/100000
G001075215	G002835445	0.0216585	0	36389/100000
G000016785	G001508125	0.0218631	0	36096/100000
G000689175	G902642035	0.0218941	0	36052/100000
G001690515	G001690305	0.0223441	0	35419/100000
G000689175	G902646925	0.0224963	0	35208/100000
G000172635	G003525145	0.022513	0	35185/100000
G001603805	G003452015	0.0225348	0	35155/100000
G012357415	G900636085	0.02275	0	34860/100000
G004962345	G004018905	0.0227661	0	34838/100000
G000012845	G001404395	0.0229557	0	34581/100000
G001866515	G002434125	0.0229839	0	34543/100000
G000026345	G900323745	0.0230321	0	34478/100000
G000338055	G003241005	0.0232182	0	34229/100000
G001924945	G003525145	0.0234894	0	33870/100000
G005864045	G003521095	0.0235358	0	33809/100000
G000444545	G009797425	0.0238028	0	33461/100000
G902601495	G002712105	0.023819	0	33440/100000
G003506745	G011620455	0.024003	0	33203/100000
G000012005	G900636085	0.0240647	0	33124/100000
G000944855	G900323745	0.0244029	0	32695/100000
G000026325	G900636085	0.0245889	0	32462/100000
G000299455	G900323745	0.0247015	0	32322/100000
G000264335	G902168095	0.024839	0	32152/100000
G000758725	G002367055	0.0250199	0	31930/100000
G000021885	G009797425	0.0252463	0	31655/100000
G001690435	G001690305	0.0252877	0	31605/100000
G001294745	G002388375	0.0253101	0	31578/100000
G000248055	G002500165	0.0253333	0	31550/100000
G008273775	G900323745	0.0253699	0	31506/100000
G000026345	G900636085	0.0255169	0	31330/100000
G902809815	G005795965	0.025791	0	31005/100000
G000153885	G900552635	0.0260653	0	30684/100000
G000012685	G006519765	0.0261152	0	30626/100000
G000008865	G900323745	0.0261774	0	30554/100000
G902518775	G002715745	0.0270138	0	29605/100000
G012357415	G900323745	0.02738	0	29201/100000
G000205025	G002492145	0.0274092	0	29169/100000
G000006925	G900323745	0.0274395	0	29136/100000
G012270245	G002298755	0.02768	0	28875/100000
G007998125	G900323745	0.0277366	0	28814/100000
G000183345	G900323745	0.0278204	0	28724/100000
G001233785	G002835445	0.0279016	0	28637/100000
G000779535	G900323745	0.0279908	0	28542/100000
G002009735	G008933815	0.0281398	0	28384/100000
G000243335	G008933815	0.0281928	0	28328/100000
G000183345	G900636085	0.0286026	0	27900/100000
G000012005	G900323745	0.0286239	0	27878/100000
G900700355	G000735795	0.0293254	0	27164/100000
G001747005	G002813895	0.0294215	0	27068/100000
G002895025	G003447855	0.0294938	0	26996/100000
G000315585	G003261315	0.0294988	0	26991/100000
G000431455	G002492145	0.0296624	0	26829/100000
G000172375	G009797425	0.0298496	0	26645/100000
G902635395	G902543325	0.0299397	0	26557/100000
G001643565	G004357485	0.0301386	0	26364/100000
G902635395	G902577835	0.0303236	0	26186/100000
G001593245	G001634345	0.0303581	0	26153/100000
G000369145	G900322255	0.0304555	0	26060/100000
G004963055	G004018905	0.0309553	0	25589/100000
G001878775	G900322255	0.0310985	0	25456/100000
G000988325	G002322695	0.032007	0	24631/100000
G900107215	G002433005	0.0325768	0	24130/100000
G000230655	G001508125	0.0326598	0	24058/100000
G000978555	G001508125	0.0326621	0	24056/100000
G000008545	G001508125	0.032698	0	24025/100000
G902523065	G902525955	0.0336969	0	23180/100000
G000779535	G900636085	0.0341579	0	22802/100000
G000934435	G003261315	0.0344565	0	22561/100000
G000190755	G002454495	0.0351448	0	22017/100000
G000312265	G009996405	0.0351473	0	22015/100000
G000010625	G009996405	0.0352928	0	21902/100000
G001705225	G003476965	0.0353161	0	21884/100000
G001578075	G009996405	0.0354003	0	21819/100000
G000777875	G900636085	0.035503	0	21740/100000
G001578075	G007095915	0.0360445	0	21329/100000
G000312265	G007095915	0.0361473	0	21252/100000
G000160455	G002433005	0.0362506	0	21175/100000
G002006815	G010031595	0.036299	0	21139/100000
G000010625	G007095915	0.0366012	0	20916/100000
G001816025	G002379545	0.0369154	0	20687/100000
G000431315	G902383995	0.0373671	0	20363/100000
G001816025	G002338985	0.0377428	0	20098/100000
G000312165	G009996405	0.0377671	0	20081/100000
G000307285	G002342085	0.038213	0	19772/100000
G000526855	G003013295	0.038559	0	19536/100000
G000312165	G007095915	0.0389025	0	19305/100000
G002006815	G009918485	0.0389234	0	19291/100000
G000781475	G900323745	0.0391084	0	19168/100000
G000008805	G002289125	0.0393329	0	19020/100000
G000781475	G900636085	0.0394061	0	18972/100000
G000513215	G001914155	0.0400577	0	18551/100000
G000619785	G008269695	0.0401425	0	18497/100000
G000777575	G900323745	0.0404193	0	18322/100000
G003987095	G002388375	0.0410181	0	17950/100000
G000635575	G902521125	0.0412028	0	17837/100000
G000777575	G900636085	0.041369	0	17736/100000
G001264245	G009996405	0.0414633	0	17679/100000
G000784835	G001508125	0.0416613	0	17560/100000
G000169035	G900543615	0.0417517	0	17506/100000
G900110385	G008015635	0.0417735	0	17493/100000
G000384995	G902611185	0.041908	0	17413/100000
G000434535	G900543615	0.0420756	0	17314/100000
G001405375	G900543615	0.0421197	0	17288/100000
G001264245	G007095915	0.0422254	0	17226/100000
G000436395	G002492685	0.0425917	0	17013/100000
G000787675	G009996405	0.0427289	0	16934/100000
G000092985	G000340945	0.0428564	0	16861/100000
G000787675	G007095915	0.0429388	0	16814/100000
G000599945	G007095915	0.0433048	0	16607/100000
G000312725	G007095915	0.0433404	0	16587/100000
G010026065	G005791235	0.0434404	0	16531/100000
G000312285	G007095915	0.043444	0	16529/100000
G000312285	G009996405	0.0436905	0	16392/100000
G000307995	G007095915	0.0440838	0	16176/100000
G000312205	G007095915	0.0440893	0	16173/100000
G000312185	G007095915	0.0441573	0	16136/100000
G000255295	G003612255	0.0442975	0	16060/100000
G000312725	G009996405	0.044316	0	16050/100000
G000312185	G009996405	0.0444181	0	15995/100000
G001940945	G002492685	0.0444832	0	15960/100000
G000599945	G009996405	0.0444925	0	15955/100000
G000312205	G009996405	0.0450273	0	15671/100000
G001704955	G007095915	0.0451168	0	15624/100000
G000981785	G007095915	0.0451703	0	15596/100000
G001917295	G002492685	0.0452201	0	15570/100000
G000312245	G007095915	0.0452527	0	15553/100000
G001885655	G007095915	0.0453758	0	15489/100000
G001706385	G007095915	0.0457231	0	15310/100000
G000330925	G007095915	0.045819	0	15261/100000
G000307995	G009996405	0.0458936	0	15223/100000
G000297435	G009996405	0.0460138	0	15162/100000
G001704955	G009996405	0.0461286	0	15104/100000
G000981785	G009996405	0.0461405	0	15098/100000
G001725075	G007095915	0.0462698	0	15033/100000
G000297435	G007095915	0.046474	0	14931/100000
G000648615	G006777585	0.0465464	0	14895/100000
G000332585	G007095915	0.0466332	0	14852/100000
G000980515	G002492685	0.0468239	0	14758/100000
G000330925	G009996405	0.0468993	0	14721/100000
G001885655	G009996405	0.0471867	0	14581/100000
G001543285	G002440555	0.0471929	0	14578/100000
G000312245	G009996405	0.047195	0	14577/100000
G001706385	G009996405	0.0472756	0	14538/100000
G001725075	G009996405	0.0473337	0	14510/100000
G000384495	G902543325	0.0473482	0	14503/100000
G000332585	G009996405	0.0477942	0	14290/100000
G001627475	G902534475	0.0483316	0	14038/100000
G000006965	G000421085	0.0484915	0	13964/100000
G900227605	G900636085	0.0491895	0	13646/100000
G000384495	G902577835	0.0501767	0	13210/100000
G001404695	G900543615	0.0505154	0	13064/100000
G001283625	G900636085	0.0505949	0	13030/100000
G902613805	G902581085	0.0506605	0	13002/100000
G000020225	G002492685	0.051268	0	12746/100000
G000196735	G000411595	0.0514003	0	12691/100000
G000196295	G002289125	0.0515139	0	12644/100000
G900167475	G002476985	0.0517668	0	12540/100000
G902160675	G001807845	0.0518525	0	12505/100000
G000723745	G002492685	0.0518574	0	12503/100000
G000455225	G002319965	0.0522127	0	12359/100000
G902520835	G002457715	0.0528101	0	12121/100000
G000777875	G900323745	0.0528151	0	12119/100000
G002686085	G002168145	0.0530266	0	12036/100000
G000298415	G900118655	0.0536419	0	11798/100000
G000015645	G902534475	0.0538861	0	11705/100000
G000634855	G902534475	0.054521	0	11467/100000
G000246875	G011742915	0.054893	0	11330/100000
G000527135	G003248915	0.0549341	0	11315/100000
G000298475	G900118655	0.0552978	0	11183/100000
G000980495	G002492145	0.0558269	0	10994/100000
G000008505	G001584035	0.0562597	0	10842/100000
G000635715	G902534475	0.0563718	0	10803/100000
G000634635	G902534475	0.0572435	0	10505/100000
G000434815	G002492145	0.0573298	0	10476/100000
G000635455	G902534475	0.0573298	0	10476/100000
G000635595	G902534475	0.0573835	0	10458/100000
G000778805	G900323745	0.0576625	0	10365/100000
G000007845	G001584035	0.0576896	0	10356/100000
G000008165	G001584035	0.0576986	0	10353/100000
G001180325	G902534475	0.0580295	0	10244/100000
G000635875	G902534475	0.058454	0	10106/100000
G000015965	G902534475	0.0586937	0	10029/100000
G000298495	G900118655	0.05897	0	9941/100000
G000778805	G900636085	0.0590395	0	9919/100000
G000635515	G902534475	0.0591123	0	9896/100000
G000634595	G902534475	0.0591631	0	9880/100000
G000298515	G900118655	0.0593511	0	9821/100000
G000270385	G900118655	0.0593991	0	9806/100000
G000687395	G900118655	0.0593991	0	9806/100000
G001401475	G900118655	0.0594055	0	9804/100000
G001401465	G900118655	0.059444	0	9792/100000
G000298555	G900118655	0.0594536	0	9789/100000
G000270425	G900118655	0.0594568	0	9788/100000
G000270405	G900118655	0.05946	0	9787/100000
G000415685	G900118655	0.0594728	0	9783/100000
G001714575	G900118655	0.0594985	0	9775/100000
G000191925	G900118655	0.0595017	0	9774/100000
G000298455	G900118655	0.0595146	0	9770/100000
G001563055	G900118655	0.0595178	0	9769/100000
G001714565	G900118655	0.0595178	0	9769/100000
G001714585	G900118655	0.059521	0	9768/100000
G000204175	G900118655	0.0595243	0	9767/100000
G001736055	G900118655	0.05955	0	9759/100000
G900227605	G900323745	0.0595661	0	9754/100000
G000634355	G902534475	0.0595887	0	9747/100000
G000417585	G900118655	0.0596726	0	9721/100000
G000338695	G900118655	0.0597535	0	9696/100000
G000298375	G900118655	0.0598087	0	9679/100000
G000746645	G008978205	0.0598868	0	9655/100000
G000211155	G900118655	0.0599912	0	9623/100000
G001854465	G002211645	0.0600665	0	9600/100000
G001283625	G900323745	0.0603762	0	9506/100000
G001401455	G900118655	0.0604657	0	9479/100000
G001401485	G900118655	0.0605323	0	9459/100000
G000317995	G900118655	0.0605856	0	9443/100000
G000298435	G900118655	0.0605956	0	9440/100000
G000298535	G900118655	0.0606424	0	9426/100000
G000786005	G900118655	0.0609077	0	9347/100000
G001508055	G001509385	0.0612232	0	9254/100000
G000634435	G902534475	0.0618437	0	9074/100000
G000635535	G902534475	0.0619939	0	9031/100000
G002007905	G002431625	0.062071	0	9009/100000
G002007825	G002431625	0.062807	0	8802/100000
G000417845	G900118655	0.0631147	0	8717/100000
G000612605	G900538725	0.0631329	0	8712/100000
G000830905	G002431625	0.0634698	0	8620/100000
G001626315	G003525145	0.0642346	0	8415/100000
G000634675	G902534475	0.064447	0	8359/100000
G000072485	G002991565	0.0644508	0	8358/100000
G001678055	G002431625	0.0646495	0	8306/100000
G001626275	G003525145	0.0647724	0	8274/100000
G000011905	G002431625	0.0649384	0	8231/100000
G000428825	G003542385	0.0651676	0	8172/100000
G001626115	G003525145	0.0657308	0	8029/100000
G000027165	G004331935	0.0658742	0	7993/100000
G001459095	G002431625	0.0663819	0	7867/100000
G000369105	G900322255	0.0675504	0	7585/100000
G000238275	G002297745	0.0678434	0	7516/100000
G001952815	G002322695	0.0681177	0	7452/100000
G001924935	G002297745	0.0684642	0	7372/100000
G000317245	G003261315	0.068828	0	7289/100000
G000219105	G006519765	0.0692052	0	7204/100000
G000007825	G001584035	0.0693798	0	7165/100000
G000227525	G902612085	0.0700152	0	7025/100000
G001420855	G001584035	0.0701992	0	6985/100000
G004961195	G004962545	0.0706548	0	6887/100000
G001922545	G000502035	0.0720054	0	6605/100000
G000007325	G002211645	0.0720299	0	6600/100000
G004961905	G004962545	0.0729403	0	6417/100000
G000501235	G000502035	0.0730769	0	6390/100000
G000501735	G000502035	0.0731582	0	6374/100000
G000501915	G000502035	0.0732549	0	6355/100000
G000501595	G000502035	0.07326	0	6354/100000
G001627475	G902521125	0.0734597	0	6315/100000
G000304735	G000502035	0.0734751	0	6312/100000
G902536555	G902534475	0.0737331	0	6262/100000
G012161415	G900323745	0.0740509	0	6201/100000
G001729525	G003522405	0.0741979	0	6173/100000
G000300045	G000502035	0.0743561	0	6143/100000
G000500975	G000502035	0.074462	0	6123/100000
G000634615	G902534475	0.0746163	0	6094/100000
G900009135	G003609755	0.0751218	0	6000/100000
G000501755	G000502035	0.0753668	0	5955/100000
G000714705	G000502035	0.0755531	0	5921/100000
G012161415	G900636085	0.0755531	0	5921/100000
G000015645	G902521125	0.0758793	0	5862/100000
G000501695	G000502035	0.0759293	0	5853/100000
G000739475	G000502035	0.0762763	0	5791/100000
G000158595	G902534475	0.0763439	0	5779/100000
G000173895	G002289125	0.0763722	0	5774/100000
G000501895	G000502035	0.0766045	0	5733/100000
G000501675	G000502035	0.0767014	0	5716/100000
G004962305	G004962545	0.0769477	0	5673/100000
G000501615	G000502035	0.0769707	0	5669/100000
G000960735	G008269695	0.0769823	0	5667/100000
G000183885	G008269695	0.0772309	0	5624/100000
G001612575	G900458955	0.0773239	0	5608/100000
G000832605	G001584035	0.0773647	0	5601/100000
G900183965	G002835445	0.0774172	0	5592/100000
G000015965	G902521125	0.0774815	0	5581/100000
G000501015	G000502035	0.0775811	0	5564/100000
G000635455	G902521125	0.077746	0	5536/100000
G000501215	G000502035	0.0778465	0	5519/100000
G000759955	G902534475	0.0778465	0	5519/100000
G001180325	G902521125	0.0779651	0	5499/100000
G000501275	G000502035	0.0785592	0	5400/100000
G001902575	G900458955	0.0786806	0	5380/100000
G000635715	G902521125	0.0788147	0	5358/100000
G000501155	G000502035	0.0788881	0	5346/100000
G000227525	G902594275	0.0789371	0	5338/100000
G001509095	G012729145	0.079097	0	5312/100000
G000278295	G000296235	0.0792205	0	5292/100000
G000501875	G000502035	0.0792452	0	5288/100000
G000146165	G003241225	0.0793259	0	5275/100000
G000018605	G001509385	0.0793818	0	5266/100000
G009696445	G900555005	0.0794877	0	5249/100000
G000204035	G002362815	0.079519	0	5244/100000
G000635595	G902521125	0.0796755	0	5219/100000
G001508975	G012729145	0.0799467	0	5176/100000
G000181895	G000502035	0.0809508	0	5020/100000
G000023605	G002869945	0.0810097	0	5011/100000
G000634855	G902521125	0.081036	0	5007/100000
G000447295	G003261315	0.0810622	0	5003/100000
G000695055	G003123995	0.0813921	0	4953/100000
G001275395	G003261315	0.0814585	0	4943/100000
G000311825	G900538655	0.0817256	0	4903/100000
G000291295	G001584035	0.0819004	0	4877/100000
G000635515	G902521125	0.0825337	0	4784/100000
G000018945	G001508125	0.08281	0	4744/100000
G000750655	G001508125	0.082977	0	4720/100000
G000634435	G902521125	0.0830189	0	4714/100000
G000635535	G902521125	0.0832151	0	4686/100000
G001873365	G003609755	0.0833349	0	4669/100000
G000634595	G902521125	0.0835828	0	4634/100000
G000634355	G902521125	0.0836611	0	4623/100000
G000183405	G002878065	0.0841714	0	4552/100000
G000012645	G902534475	0.0844699	0	4511/100000
G000635875	G902521125	0.0847048	0	4479/100000
G000433375	G006218125	0.0848229	0	4463/100000
G004010295	G004018905	0.0848229	0	4463/100000
G000341065	G000340945	0.0851202	0	4423/100000
G001672375	G004962545	0.0854353	0	4381/100000
G004961165	G004962545	0.0854655	0	4377/100000
G000183565	G900538605	0.0857231	0	4343/100000
G001713665	G008978205	0.0859293	0	4316/100000
G000191145	G008978205	0.0861367	0	4289/100000
G004964325	G004962545	0.0862603	0	4273/100000
G004964895	G004962545	0.0863533	0	4261/100000
G000484635	G001724135	0.0865323	0	4238/100000
G001025175	G008673975	0.0867281	0	4213/100000
G002283365	G012269805	0.0867438	0	4211/100000
G001408335	G003450595	0.0871789	0	4156/100000
G000741845	G002431625	0.0872987	0	4141/100000
G000158595	G902521125	0.0874911	0	4117/100000
G000321025	G900538655	0.087612	0	4102/100000
G004010325	G004962545	0.0879122	0	4065/100000
G000759955	G902521125	0.0880511	0	4048/100000
G000634635	G902521125	0.0881659	0	4034/100000
G000832145	G001508125	0.0883307	0	4014/100000
G001525595	G003123995	0.0883637	0	4010/100000
G000354175	G003123995	0.0883968	0	4006/100000
G000340565	G007692755	0.0885212	0	3991/100000
G002726915	G002323995	0.0890743	0	3925/100000
G000634675	G902521125	0.0891759	0	3913/100000
G000012645	G902521125	0.0894057	0	3886/100000
G003467125	G002395615	0.0896544	0	3857/100000
G001499755	G002991565	0.0906156	0	3747/100000
G000015885	G900638075	0.0906689	0	3741/100000
G000764205	G002162925	0.0907311	0	3734/100000
G004964905	G004962545	0.0912426	0	3677/100000
G902536555	G902521125	0.0917808	0	3618/100000
G002903165	G002471895	0.0922907	0	3563/100000
G007695125	G007130445	0.0924218	0	3549/100000
G000183745	G011330655	0.0928754	0	3501/100000
G000014805	G001634345	0.0932294	0	3464/100000
G004791955	G004018905	0.0936263	0	3423/100000
G004791025	G004962545	0.0936848	0	3417/100000
G005063255	G004018905	0.0943254	0	3352/100000
G000634615	G902521125	0.0945051	0	3334/100000
G000426925	G001672095	0.0945251	0	3332/100000
G001314905	G007693465	0.0950501	0	3280/100000
G000221145	G001812935	0.0956563	0	3221/100000
G000820205	G001634345	0.0963482	0	3155/100000
G000214035	G003248915	0.0964012	0	3150/100000
G000312705	G001672095	0.0967319	0	3119/100000
G004791025	G004018905	0.0971093	0	3084/100000
G000340565	G003556955	0.0972288	0	3073/100000
G000824825	G004018905	0.0972942	0	3067/100000
G001761445	G002431625	0.0974583	0	3052/100000
G000759865	G902521125	0.0988584	0	2927/100000
G000759935	G902521125	0.0991112	0	2905/100000
G000759855	G902521125	0.0991343	0	2903/100000
G000344275	G004331935	0.099366	0	2883/100000
G000017405	G012839885	0.0994825	0	2873/100000
G004017065	G004018905	0.0996228	0	2861/100000
G000759865	G902534475	0.0998108	0	2845/100000
G000759935	G902534475	0.100059	0	2824/100000
G000759855	G902534475	0.100083	0	2822/100000
G000331595	G902642035	0.100333	0	2801/100000
G000331595	G902646925	0.100767	0	2765/100000
G001650905	G002696075	0.101257	0	2725/100000
G000177615	G900067225	0.101306	0	2721/100000
G001189535	G002479615	0.101368	0	2716/100000
G001460955	G002431625	0.101966	0	2668/100000
G000478785	G003516665	0.102168	0	2652/100000
G000156435	G001484705	0.102219	0	2648/100000
G001418585	G000719825	0.102244	0	2646/100000
G002288005	G009691185	0.102397	0	2634/100000
G000786655	G003450595	0.102435	0	2631/100000
G001189535	G002330965	0.10264	0	2615/100000
G000508625	G008661855	0.102666	0	2613/100000
G001562295	G003525145	0.102705	0	2610/100000
G001637495	G902642035	0.102886	0	2596/100000
G000312525	G000296235	0.102924	0	2593/100000
G004965685	G004018905	0.102937	0	2592/100000
G000073005	G902642035	0.103067	0	2582/100000
G000073005	G902646925	0.103145	0	2576/100000
G000519105	G900548915	0.103237	0	2569/100000
G000204235	G001812935	0.103394	0	2557/100000
