TAXID	Tool	filtered	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
547	Gold standard	False	32	9522767	Enterobacter	1.0	1.0	genus	1.0	1.0	124	9522767	124	9522767	124	strmgCAMI2_short_read_pooled_gold_standard_assembly
1578	Gold standard	False	33	8135414	Lactobacillus	1.0	1.0	genus	1.0	1.0	180	8135414	180	8135414	180	strmgCAMI2_short_read_pooled_gold_standard_assembly
1357	Gold standard	False	34	2251851	Lactococcus	1.0	1.0	genus	1.0	1.0	72	2251851	72	2251851	72	strmgCAMI2_short_read_pooled_gold_standard_assembly
375288	Gold standard	False	35	12053163	Parabacteroides	1.0	1.0	genus	1.0	1.0	139	12053163	139	12053163	139	strmgCAMI2_short_read_pooled_gold_standard_assembly
44249	Gold standard	False	36	7206672	Paenibacillus	1.0	1.0	genus	1.0	1.0	26	7206672	26	7206672	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
1352	Gold standard	False	37	64260902	Enterococcus faecium	1.0	1.0	species	1.0	1.0	3446	64260902	3446	64260902	3446	strmgCAMI2_short_read_pooled_gold_standard_assembly
562	Gold standard	False	38	500886313	Escherichia coli	1.0	1.0	species	1.0	1.0	8751	500886313	8751	500886313	8751	strmgCAMI2_short_read_pooled_gold_standard_assembly
550	Gold standard	False	39	4595527	Enterobacter cloacae	1.0	1.0	species	1.0	1.0	42	4595527	42	4595527	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
481743	Gold standard	False	40	7206672	Paenibacillus sp.	1.0	1.0	species	1.0	1.0	26	7206672	26	7206672	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
548	Gold standard	False	41	5120124	Klebsiella aerogenes	1.0	1.0	species	1.0	1.0	22	5120124	22	5120124	22	strmgCAMI2_short_read_pooled_gold_standard_assembly
97137	Gold standard	False	42	4078664	Lactobacillus sp.	1.0	1.0	species	1.0	1.0	49	4078664	49	4078664	49	strmgCAMI2_short_read_pooled_gold_standard_assembly
1235803	Gold standard	False	43	6804298	Parabacteroides sp.	1.0	1.0	species	1.0	1.0	96	6804298	96	6804298	96	strmgCAMI2_short_read_pooled_gold_standard_assembly
823	Gold standard	False	44	5248865	Parabacteroides distasonis	1.0	1.0	species	1.0	1.0	43	5248865	43	5248865	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
1351	Gold standard	False	45	2999760	Enterococcus faecalis	1.0	1.0	species	1.0	1.0	43	2999760	43	2999760	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
1598	Gold standard	False	46	2092134	Lactobacillus reuteri	1.0	1.0	species	1.0	1.0	100	2092134	100	2092134	100	strmgCAMI2_short_read_pooled_gold_standard_assembly
1363	Gold standard	False	47	2251851	Lactococcus garvieae	1.0	1.0	species	1.0	1.0	72	2251851	72	2251851	72	strmgCAMI2_short_read_pooled_gold_standard_assembly
508451	Gold standard	False	48	1964616	Lactobacillus taiwanensis	1.0	1.0	species	1.0	1.0	31	1964616	31	1964616	31	strmgCAMI2_short_read_pooled_gold_standard_assembly
28037	Gold standard	False	49	2134590	Streptococcus mitis	1.0	1.0	species	1.0	1.0	90	2134590	90	2134590	90	strmgCAMI2_short_read_pooled_gold_standard_assembly
257758	Gold standard	False	50	6659352	Streptococcus pseudopneumoniae	1.0	1.0	species	1.0	1.0	307	6659352	307	6659352	307	strmgCAMI2_short_read_pooled_gold_standard_assembly
1280	Gold standard	False	51	58700669	Staphylococcus aureus	1.0	1.0	species	1.0	1.0	591	58700669	591	58700669	591	strmgCAMI2_short_read_pooled_gold_standard_assembly
1639133	Gold standard	False	52	15780530	Citrobacter portucalensis	1.0	1.0	species	1.0	1.0	314	15780530	314	15780530	314	strmgCAMI2_short_read_pooled_gold_standard_assembly
671267	Gold standard	False	53	16103610	Bacteroides sartorii	1.0	1.0	species	1.0	1.0	393	16103610	393	16103610	393	strmgCAMI2_short_read_pooled_gold_standard_assembly
573	Gold standard	False	54	260264530	Klebsiella pneumoniae	1.0	1.0	species	1.0	1.0	3169	260264530	3169	260264530	3169	strmgCAMI2_short_read_pooled_gold_standard_assembly
1313	Gold standard	False	55	354630258	Streptococcus pneumoniae	1.0	1.0	species	1.0	1.0	15566	354630258	15566	354630258	15566	strmgCAMI2_short_read_pooled_gold_standard_assembly
68892	Gold standard	False	56	1689680	Streptococcus infantis	1.0	1.0	species	1.0	1.0	13	1689680	13	1689680	13	strmgCAMI2_short_read_pooled_gold_standard_assembly
2	krepp-minLCA-dup v0.4.2	False	0	1451338733	Bacteria	1.0	1.0	superkingdom	0.9995136242257238	0.9984144511452759	35319	1450632837	35263	1450632837	35263	strmgCAMI2_short_read_pooled_gold_standard_assembly
1224	krepp-minLCA-dup v0.4.2	False	1	899911682	Proteobacteria	0.996680879407056	0.990470605483067	phylum	0.998988160707086	0.9657637052390823	13991	901994946	13642	899001116	13512	strmgCAMI2_short_read_pooled_gold_standard_assembly
201174	krepp-minLCA-dup v0.4.2	True	2	2548574	Actinobacteria	0.9641199197340441	0.45	phylum	0.9978478160728314	0.9	10	2637731	20	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
976	krepp-minLCA-dup v0.4.2	False	3	32644661	Bacteroidetes	0.9998819003365763	0.9970282317979198	phylum	0.9894239673678952	0.9824304538799414	683	32303225	673	32299410	671	strmgCAMI2_short_read_pooled_gold_standard_assembly
1239	krepp-minLCA-dup v0.4.2	False	4	516233816	Firmicutes	0.9999400728106305	0.9993485342019544	phylum	0.9849282035410094	0.966416283014296	20635	508483717	19955	508453245	19942	strmgCAMI2_short_read_pooled_gold_standard_assembly
204428	krepp-minLCA-dup v0.4.2	True	5	0	Chlamydiae	0.0	0.0	phylum			0	5191	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1236	krepp-minLCA-dup v0.4.2	False	6	899911682	Gammaproteobacteria	0.9966794278781885	0.9903874593315587	class	0.9985500166004068	0.9573297119576871	13991	901600655	13524	898606825	13394	strmgCAMI2_short_read_pooled_gold_standard_assembly
1760	krepp-minLCA-dup v0.4.2	True	7	2548574	Actinobacteria	0.9943900844439509	0.5	class	0.9978478160728314	0.9	10	2557436	18	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
91061	krepp-minLCA-dup v0.4.2	False	8	510871134	Bacilli	0.9999209902991342	0.9995963876696433	class	0.99155336891671	0.9699417437704998	20427	506596020	19821	506555994	19813	strmgCAMI2_short_read_pooled_gold_standard_assembly
200643	krepp-minLCA-dup v0.4.2	False	9	32644661	Bacteroidia	0.9998817338505713	0.9969742813918305	class	0.988030967759169	0.9648609077598829	683	32257751	661	32253936	659	strmgCAMI2_short_read_pooled_gold_standard_assembly
186801	krepp-minLCA-dup v0.4.2	True	10	5362682	Clostridia	0.9791348774903036	0.9568965517241379	class	0.29304124316899643	0.5336538461538461	208	1604975	116	1571487	111	strmgCAMI2_short_read_pooled_gold_standard_assembly
84998	krepp-minLCA-dup v0.4.2	True	11	0	Coriobacteriia	0.0	0.0	class			0	80295	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
28216	krepp-minLCA-dup v0.4.2	True	12	0	Betaproteobacteria	0.0	0.0	class			0	79872	10	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204429	krepp-minLCA-dup v0.4.2	True	13	0	Chlamydiia	0.0	0.0	class			0	5191	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
28211	krepp-minLCA-dup v0.4.2	True	14	0	Alphaproteobacteria	0.0	0.0	class			0	7254	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
117743	krepp-minLCA-dup v0.4.2	True	15	0	Flavobacteriia	0.0	0.0	class			0	1414	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1737404	krepp-minLCA-dup v0.4.2	True	16	0	Tissierellia	0.0	0.0	class			0	6618	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
526524	krepp-minLCA-dup v0.4.2	True	17	0	Erysipelotrichia	0.0	0.0	class			0	3078	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85009	krepp-minLCA-dup v0.4.2	True	18	2548574	Propionibacteriales	1.0	1.0	order	0.9978478160728314	0.9	10	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
91347	krepp-minLCA-dup v0.4.2	False	19	899911682	Enterobacterales	0.9966881954069207	0.9903546745652009	order	0.9971391159249336	0.9320277321135015	13991	900318819	13167	897337139	13040	strmgCAMI2_short_read_pooled_gold_standard_assembly
1385	krepp-minLCA-dup v0.4.2	False	20	65907341	Bacillales	0.9996787925166705	0.9888268156424581	order	0.9969904111288604	0.8606158833063209	617	65730100	537	65708987	531	strmgCAMI2_short_read_pooled_gold_standard_assembly
186826	krepp-minLCA-dup v0.4.2	False	21	444963793	Lactobacillales	0.999878973397099	0.9996882145084182	order	0.9904198946811836	0.9711256940938919	19810	440754336	19244	440700993	19238	strmgCAMI2_short_read_pooled_gold_standard_assembly
171549	krepp-minLCA-dup v0.4.2	False	22	32644661	Bacteroidales	0.9998817338505713	0.9969742813918305	order	0.988030967759169	0.9648609077598829	683	32257751	661	32253936	659	strmgCAMI2_short_read_pooled_gold_standard_assembly
186802	krepp-minLCA-dup v0.4.2	True	23	5362682	Clostridiales	0.9797624235713525	0.9652173913043478	order	0.29304124316899643	0.5336538461538461	208	1603947	115	1571487	111	strmgCAMI2_short_read_pooled_gold_standard_assembly
84999	krepp-minLCA-dup v0.4.2	True	24	0	Coriobacteriales	0.0	0.0	order			0	80295	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135625	krepp-minLCA-dup v0.4.2	True	25	0	Pasteurellales	0.0	0.0	order			0	6174	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
80840	krepp-minLCA-dup v0.4.2	True	26	0	Burkholderiales	0.0	0.0	order			0	74171	7	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
206351	krepp-minLCA-dup v0.4.2	True	27	0	Neisseriales	0.0	0.0	order			0	5701	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135622	krepp-minLCA-dup v0.4.2	True	28	0	Alteromonadales	0.0	0.0	order			0	2646	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135623	krepp-minLCA-dup v0.4.2	True	29	0	Vibrionales	0.0	0.0	order			0	14040	7	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
72274	krepp-minLCA-dup v0.4.2	True	30	0	Pseudomonadales	0.0	0.0	order			0	16208	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
51291	krepp-minLCA-dup v0.4.2	True	31	0	Chlamydiales	0.0	0.0	order			0	5191	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85011	krepp-minLCA-dup v0.4.2	True	32	0	Streptomycetales	0.0	0.0	order			0	7824	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
72273	krepp-minLCA-dup v0.4.2	True	33	0	Thiotrichales	0.0	0.0	order			0	2002	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204455	krepp-minLCA-dup v0.4.2	True	34	0	Rhodobacterales	0.0	0.0	order			0	3504	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85004	krepp-minLCA-dup v0.4.2	True	35	0	Bifidobacteriales	0.0	0.0	order			0	5398	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
204457	krepp-minLCA-dup v0.4.2	True	36	0	Sphingomonadales	0.0	0.0	order			0	3750	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
200644	krepp-minLCA-dup v0.4.2	True	37	0	Flavobacteriales	0.0	0.0	order			0	1414	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1737405	krepp-minLCA-dup v0.4.2	True	38	0	Tissierellales	0.0	0.0	order			0	6618	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
85007	krepp-minLCA-dup v0.4.2	True	39	0	Corynebacteriales	0.0	0.0	order			0	1125	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135614	krepp-minLCA-dup v0.4.2	True	40	0	Xanthomonadales	0.0	0.0	order			0	6195	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
526525	krepp-minLCA-dup v0.4.2	True	41	0	Erysipelotrichales	0.0	0.0	order			0	3078	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1240482	krepp-minLCA-dup v0.4.2	True	42	0	Orbales	0.0	0.0	order			0	1485	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
68295	krepp-minLCA-dup v0.4.2	True	43	0	Thermoanaerobacterales	0.0	0.0	order			0	1028	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1300	krepp-minLCA-dup v0.4.2	False	44	369567717	Streptococcaceae	0.999974086872852	0.9996270975761342	family	0.9996968322858135	0.9964686202837495	16141	369465250	16090	369455676	16084	strmgCAMI2_short_read_pooled_gold_standard_assembly
186822	krepp-minLCA-dup v0.4.2	True	45	7206672	Paenibacillaceae	1.0	1.0	family	0.9986358474480315	0.8846153846153846	26	7196841	23	7196841	23	strmgCAMI2_short_read_pooled_gold_standard_assembly
31957	krepp-minLCA-dup v0.4.2	True	46	2548574	Propionibacteriaceae	1.0	1.0	family	0.9978478160728314	0.9	10	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
90964	krepp-minLCA-dup v0.4.2	False	47	58700669	Staphylococcaceae	0.999877230331313	0.9921722113502935	family	0.9967330696009614	0.8578680203045685	591	58516082	511	58508898	507	strmgCAMI2_short_read_pooled_gold_standard_assembly
33958	krepp-minLCA-dup v0.4.2	False	48	8135414	Lactobacillaceae	1.0	1.0	family	0.9965336736397189	0.95	180	8107214	171	8107214	171	strmgCAMI2_short_read_pooled_gold_standard_assembly
543	krepp-minLCA-dup v0.4.2	False	49	899911682	Enterobacteriaceae	0.9967245201035729	0.9923327137546468	family	0.9961484520433195	0.9158030162247159	13991	899391568	12912	896445629	12813	strmgCAMI2_short_read_pooled_gold_standard_assembly
815	krepp-minLCA-dup v0.4.2	False	50	20591498	Bacteroidaceae	0.9674016063805021	0.9855072463768116	family	0.951720316802595	0.875	544	20257716	483	19597347	476	strmgCAMI2_short_read_pooled_gold_standard_assembly
81852	krepp-minLCA-dup v0.4.2	False	51	67260662	Enterococcaceae	0.999534946631908	0.9993290841999329	family	0.9386039049095294	0.8538263112639725	3489	63160493	2981	63131120	2979	strmgCAMI2_short_read_pooled_gold_standard_assembly
2005525	krepp-minLCA-dup v0.4.2	False	52	12053163	Tannerellaceae	0.9620426842739389	0.8152866242038217	family	0.9303015316394543	0.920863309352518	139	11655487	157	11213076	128	strmgCAMI2_short_read_pooled_gold_standard_assembly
1903411	krepp-minLCA-dup v0.4.2	True	53	0	Yersiniaceae	0.0	0.0	family			0	79480	34	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1643824	krepp-minLCA-dup v0.4.2	True	54	0	Atopobiaceae	0.0	0.0	family			0	80295	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
2005473	krepp-minLCA-dup v0.4.2	True	55	0	Muribaculaceae	0.0	0.0	family			0	103582	9	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
712	krepp-minLCA-dup v0.4.2	True	56	0	Pasteurellaceae	0.0	0.0	family			0	6174	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
171552	krepp-minLCA-dup v0.4.2	True	57	0	Prevotellaceae	0.0	0.0	family			0	52101	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
481	krepp-minLCA-dup v0.4.2	True	58	0	Neisseriaceae	0.0	0.0	family			0	5701	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
267890	krepp-minLCA-dup v0.4.2	True	59	0	Shewanellaceae	0.0	0.0	family			0	2646	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
641	krepp-minLCA-dup v0.4.2	True	60	0	Vibrionaceae	0.0	0.0	family			0	14040	7	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
135621	krepp-minLCA-dup v0.4.2	True	61	0	Pseudomonadaceae	0.0	0.0	family			0	1825	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186804	krepp-minLCA-dup v0.4.2	True	62	0	Peptostreptococcaceae	0.0	0.0	family			0	3120	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
119060	krepp-minLCA-dup v0.4.2	True	63	0	Burkholderiaceae	0.0	0.0	family			0	2268	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
506	krepp-minLCA-dup v0.4.2	True	64	0	Alcaligenaceae	0.0	0.0	family			0	4188	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
809	krepp-minLCA-dup v0.4.2	True	65	0	Chlamydiaceae	0.0	0.0	family			0	5191	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
2062	krepp-minLCA-dup v0.4.2	True	66	0	Streptomycetaceae	0.0	0.0	family			0	7824	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
34064	krepp-minLCA-dup v0.4.2	True	67	0	Francisellaceae	0.0	0.0	family			0	2002	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186803	krepp-minLCA-dup v0.4.2	True	68	0	Lachnospiraceae	0.0	0.0	family			0	1101	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
31989	krepp-minLCA-dup v0.4.2	True	69	0	Rhodobacteraceae	0.0	0.0	family			0	3504	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
31979	krepp-minLCA-dup v0.4.2	True	70	0	Clostridiaceae	0.0	0.0	family			0	28239	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1903414	krepp-minLCA-dup v0.4.2	True	71	0	Morganellaceae	0.0	0.0	family			0	100062	5	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
468	krepp-minLCA-dup v0.4.2	True	72	0	Moraxellaceae	0.0	0.0	family			0	14383	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
31953	krepp-minLCA-dup v0.4.2	True	73	0	Bifidobacteriaceae	0.0	0.0	family			0	5398	3	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186820	krepp-minLCA-dup v0.4.2	True	74	0	Listeriaceae	0.0	0.0	family			0	5457	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
41297	krepp-minLCA-dup v0.4.2	True	75	0	Sphingomonadaceae	0.0	0.0	family			0	3750	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
49546	krepp-minLCA-dup v0.4.2	True	76	0	Flavobacteriaceae	0.0	0.0	family			0	1414	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1853231	krepp-minLCA-dup v0.4.2	True	77	0	Odoribacteraceae	0.0	0.0	family			0	174889	4	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186817	krepp-minLCA-dup v0.4.2	True	78	0	Bacillaceae	0.0	0.0	family			0	11720	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
32033	krepp-minLCA-dup v0.4.2	True	79	0	Xanthomonadaceae	0.0	0.0	family			0	6195	2	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
128827	krepp-minLCA-dup v0.4.2	True	80	0	Erysipelotrichaceae	0.0	0.0	family			0	3078	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
171550	krepp-minLCA-dup v0.4.2	True	81	0	Rikenellaceae	0.0	0.0	family			0	8600	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1240483	krepp-minLCA-dup v0.4.2	True	82	0	Orbaceae	0.0	0.0	family			0	1485	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
186814	krepp-minLCA-dup v0.4.2	True	83	0	Thermoanaerobacteraceae	0.0	0.0	family			0	1028	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
80864	krepp-minLCA-dup v0.4.2	True	84	0	Comamonadaceae	0.0	0.0	family			0	64374	1	0	0	strmgCAMI2_short_read_pooled_gold_standard_assembly
1301	krepp-minLCA-dup v0.4.2	False	85	367315866	Streptococcus	0.9998331590710198	0.9993759360958562	genus	0.9997137286740563	0.9965772605638186	16069	367271990	16024	367210714	16014	strmgCAMI2_short_read_pooled_gold_standard_assembly
44249	krepp-minLCA-dup v0.4.2	False	86	7206672	Paenibacillus	1.0	1.0	genus	0.9986358474480315	0.8846153846153846	26	7196841	23	7196841	23	strmgCAMI2_short_read_pooled_gold_standard_assembly
1279	krepp-minLCA-dup v0.4.2	False	87	58700669	Staphylococcus	0.999877230331313	0.9921722113502935	genus	0.9967330696009614	0.8578680203045685	591	58516082	511	58508898	507	strmgCAMI2_short_read_pooled_gold_standard_assembly
1578	krepp-minLCA-dup v0.4.2	False	88	8135414	Lactobacillus	1.0	1.0	genus	0.9965336736397189	0.95	180	8107214	171	8107214	171	strmgCAMI2_short_read_pooled_gold_standard_assembly
547	krepp-minLCA-dup v0.4.2	False	89	9522767	Enterobacter	0.9299222887618769	0.7412587412587412	genus	0.9914508041622776	0.8548387096774194	124	10152843	143	9441355	106	strmgCAMI2_short_read_pooled_gold_standard_assembly
570	krepp-minLCA-dup v0.4.2	False	90	265384654	Klebsiella	0.9793280237025569	0.9123365146694945	genus	0.9894728803723519	0.8088373550611093	3191	268133773	2829	262590918	2581	strmgCAMI2_short_read_pooled_gold_standard_assembly
561	krepp-minLCA-dup v0.4.2	False	91	500886313	Escherichia	0.9896872658634315	0.9885746133481956	genus	0.9759961718099492	0.8107644840589647	8751	493957173	7177	488863124	7095	strmgCAMI2_short_read_pooled_gold_standard_assembly
1357	krepp-minLCA-dup v0.4.2	True	92	2251851	Lactococcus	1.0	1.0	genus	0.9739809605520081	0.9166666666666666	72	2193260	66	2193260	66	strmgCAMI2_short_read_pooled_gold_standard_assembly
