SequenceName	ClusterNumber
G001829155	-1
G001829335	-1
G001830585	-1
G002687025	-1
G000405945	-1
G001805815	-1
G011335005	-1
G000526155	-1
G003647125	-1
G011042595	-1
G011049115	-1
G003696505	-1
G011773515	-1
G004195025	-1
G008534395	-1
G009926305	-1
G003230535	-1
G000177635	-1
G000469585	-1
G000487995	-1
G002401785	-1
G000375785	-1
G002778455	-1
G902384585	-1
G000830295	-1
G002762985	-1
G003650545	-1
G000022365	-1
G000151205	-1
G000265525	-1
G002214365	-1
G002214525	-1
G004524445	-1
G008080745	-1
G001920655	-1
G002726865	-1
G005877075	-1
G000371945	-1
G000375685	-1
G011056475	-1
G000023985	-1
G003351865	-1
G002009965	27
G000376965	27
G001507955	-1
G012840205	-1
G900095815	-1
G000828575	28
G000008645	28
G000145295	28
G003600755	-1
G000025665	-1
G000327505	-1
G001316105	-1
G902531985	-1
G002698725	-1
G002720095	-1
G012959275	-1
G001595875	-1
G000230955	-1
G001488575	-1
G003862495	-1
G009791395	-1
G003021235	-1
G000376445	-1
G000710615	-1
G008831545	-1
G000403645	-1
G000427685	-1
G002011215	-1
G002010215	-1
G002010285	-1
G000430905	-1
G002839625	-1
G003173355	-1
G003173335	-1
G001412355	-1
G003194425	-1
G003336485	-1
G000063445	-1
G000993565	-1
G002335495	-1
G011772635	-1
G000990575	-1
G001816835	29
G001816795	29
G001816815	29
G010119145	-1
G002718715	-1
G002796065	-1
G002401425	-1
G003524745	-1
G003647645	-1
G002476865	-1
G003598115	-1
G001771115	30
G000995395	30
G000997185	30
G000995065	30
G002415345	-1
G004297735	-1
G003022365	-1
G000993135	-1
G001779955	-1
G001509285	-1
G000233775	-1
G001508955	-1
G000165795	-1
G002839185	-1
G000172975	-1
G900177735	-1
G000177335	-1
G000237805	31
G000161995	31
G000210715	-1
G003860125	-1
G000147715	-1
G900157305	-1
G900129985	-1
G001719065	-1
G003641495	-1
G003643985	-1
G009924325	-1
G003265895	-1
G001771425	-1
G005240105	-1
G000332275	-1
G001917855	-1
G005882295	-1
G003133745	-1
G003134695	-1
G003169995	32
G003151695	32
G001302805	-1
G002973605	-1
G011380295	-1
G011329005	-1
G002898895	-1
G005879775	-1
G005881435	-1
G009840555	33
G009838085	33
G007695125	-1
G011390735	-1
G011376045	-1
G000183745	-1
G000195335	-1
G000745915	-1
G000014185	-1
G003132585	-1
G002843005	-1
G009777935	-1
G902590875	-1
G005883885	-1
G011054185	-1
G003563985	-1
G003566675	-1
G000184705	34
G000183545	34
G900019985	-1
G001584725	-1
G900101835	-1
G000479045	-1
G900167275	-1
G000622245	-1
G010367435	-1
G000158195	-1
G000158315	-1
G900104395	35
G000691645	35
G000691725	35
G000691685	35
G000691745	35
G000691665	35
G000622045	35
G000158295	35
G000262225	35
G000242215	35
G003820485	-1
G004297825	-1
G002730875	-1
G002009735	36
G000243335	36
G002333425	-1
G900112165	-1
G001829375	-1
G003497555	-1
G000325665	-1
G001676785	37
G000092845	37
G000518245	37
G002238925	-1
G001567115	-1
G003598175	-1
G011328885	-1
G000405125	-1
G003056015	-1
G003339615	-1
G002746535	-1
G003245715	-1
G009002475	-1
G001804145	-1
G001871865	-1
G003574845	-1
G009619095	-1
G001777945	-1
G004322275	-1
G009724975	-1
G001443455	-1
G001798055	-1
G009783195	-1
G004213355	-1
G002343185	-1
G010027665	-1
G001798595	-1
G009379725	-1
G003694065	-1
G012960245	-1
G001798805	-1
G001790695	-1
G000522425	-1
G000522445	-1
G000496115	-1
G001873285	-1
G001790955	-1
G012103255	-1
G003229815	-1
G001797495	-1
G012512925	-1
G011327825	-1
G001577715	-1
G009777595	-1
G000989975	38
G000989255	38
G000513475	-1
G011373475	-1
G000517565	-1
G001781965	-1
G902785275	-1
G001595785	-1
G003694805	-1
G000221185	-1
G001484195	-1
G001563325	-1
G011364985	-1
G003662775	-1
G001774245	-1
G011362345	-1
G009889585	-1
G008389435	-1
G007280335	-1
G000399825	-1
G000389735	-1
G000739065	-1
G000091665	39
G000025525	39
G000017185	-1
G000179575	-1
G000006175	-1
G002494785	-1
G003268005	-1
G000447225	-1
G000965745	-1
G000496135	-1
G900090055	40
G001856845	40
G000011185	-1
G000195915	-1
G000008265	-1
G001875345	-1
G002497685	-1
G002499745	-1
G010030465	-1
G001595945	-1
G002509175	-1
G001595885	-1
G002496385	-1
G004377185	-1
G001800735	-1
G007421925	-1
G009184555	-1
G009741925	-1
G003058365	-1
G004765795	-1
G005954745	-1
G900215575	-1
G011440375	-1
G900103505	-1
G000337515	-1
G003344565	-1
G000194625	-1
G003978865	-1
G002010045	-1
G002010125	-1
G000385565	-1
G000025505	-1
G002507545	41
G002010295	41
G001508815	42
G001508745	42
G000734035	42
G000008665	42
G000015765	-1
G003315675	-1
G000013445	-1
G001602695	-1
G001315945	-1
G000011005	-1
G000251105	-1
G002010075	-1
G001508185	43
G001507975	43
G000711905	43
G000991805	44
G000991265	44
G003518125	-1
G001772655	-1
G001772695	45
G001772615	45
G001771165	-1
G001772215	46
G000991025	46
G001816975	-1
G002771035	-1
G000999945	-1
G002305925	-1
G002747745	-1
G009994635	-1
G002792495	-1
G003228835	-1
G001772255	-1
G001772265	47
G001771275	47
G001771185	-1
G001029795	48
G001004445	48
G001004375	48
G001872945	-1
G000995565	49
G000993275	49
G001776195	-1
G002787495	-1
G002778735	-1
G011056905	-1
G007376565	-1
G001817115	-1
G001817055	50
G001817035	50
G001817095	50
G002686445	-1
G002293685	-1
G009930055	-1
G012841575	-1
G002687875	-1
G002771915	-1
G000992445	-1
G003599335	-1
G001006985	-1
G000024905	-1
G000237825	-1
G002159945	-1
G001604435	-1
G004366815	-1
G000526395	-1
G001896635	51
G000025885	51
G003148465	-1
G900102615	52
G004768445	52
G001508055	53
G000018605	53
G001513315	54
G000953715	54
G000016905	-1
G000021285	-1
G000017545	-1
G000767275	55
G000235405	55
G000750655	56
G000018945	56
G000832145	56
G000025105	57
G000016785	57
G001508875	57
G000784835	57
G000978555	57
G000230655	57
G000008545	57
G009925075	-1
G010028705	-1
G003265975	-1
G001771455	-1
G001771655	58
G001771535	58
G001771705	-1
G001772385	59
G001771505	59
G001771395	59
G001771615	-1
G001772335	60
G001771345	60
G001899385	-1
G005110395	-1
G009924885	-1
G001786555	61
G001784615	61
G001917285	-1
G012031565	-1
G000013225	62
G000013205	62
G003151115	-1
G013036235	-1
G011370625	-1
G011771275	-1
G002780095	-1
G002782725	-1
G011055095	-1
G003574315	-1
G001794945	-1
G001795345	-1
G005880615	-1
G005881255	-1
G005880435	-1
G005881155	-1
G011055185	-1
G001748285	63
G000702505	63
G011057365	-1
G002239005	-1
G002707365	-1
G000092125	-1
G000771745	-1
G902810695	-1
G002897715	-1
G003599855	-1
G009694475	-1
G011337865	-1
G012837825	-1
G011331305	-1
G009377815	-1
G009379915	-1
G902809825	-1
G001513145	-1
G002068545	-1
G001513495	-1
G003991135	-1
G000381725	-1
G001829455	-1
G001829495	-1
G002839285	-1
G002839375	-1
G001829395	-1
G001829415	-1
G000019705	64
G000019685	64
G000523535	64
G000568715	64
G000500065	64
G000500045	64
G000502095	-1
G000501675	65
G000501595	65
G000501015	65
G000501275	65
G000501875	65
G000501695	65
G000501155	65
G000501615	65
G000501235	65
G000500975	65
G000501215	65
G000501915	65
G000501895	65
G001922545	65
G000501735	65
G000501755	65
G000714705	65
G000300045	65
G000304735	65
G000181895	65
G000739475	65
G011813005	-1
G002842095	-1
G003290465	-1
G000402275	-1
G000493945	66
G000380785	66
G000405145	66
G002070785	-1
G003557915	-1
G002746185	-1
G000170755	-1
G002726605	-1
G012965325	-1
G000372285	-1
G000402985	-1
G002781965	-1
G001804125	-1
G001873045	-1
G002070645	-1
G003553445	-1
G003559455	-1
G001577135	-1
G001873935	-1
G007280195	-1
G002172385	-1
G902609885	-1
G011088305	-1
G011772905	-1
G001797435	-1
G004297385	-1
G001918165	-1
G005879605	-1
G003153535	-1
G011334465	-1
G004356455	-1
G007693595	-1
G902565945	-1
G001798715	67
G001798235	67
G001798535	67
G001795505	67
G001798265	-1
G011330975	-1
G003695725	-1
G001803565	-1
G000284315	-1
G002002505	68
G000695975	68
G002002665	68
G000299235	68
G001280545	68
G000262365	68
G000755505	68
G004298725	-1
G001799025	-1
G003314535	-1
G005774525	-1
G009724815	-1
G000020385	-1
G000010985	-1
G002010915	-1
G002011895	-1
G002030015	-1
G001304365	-1
G001577525	-1
G011046395	-1
G001468925	-1
G000996695	-1
G009926945	-1
G011367265	-1
G001968985	69
G000421485	69
G000744435	-1
G000021725	-1
G000170735	-1
G000523275	-1
G002238905	-1
G001399755	-1
G001919285	-1
G001918765	-1
G001593925	-1
G001593935	-1
G000802205	-1
G001870125	-1
G003176995	-1
G009898475	-1
G000730285	70
G000698785	70
G000685395	-1
G001443365	-1
G000402095	-1
G000405885	71
G000398765	71
G000380705	71
G000993805	-1
G002855745	-1
G000015225	-1
G000813245	72
G000446015	72
G000017945	-1
G001481685	-1
G000017165	-1
G000018485	73
G000017225	73
G000220645	73
G001729965	-1
G001729395	74
G000012545	74
G000152265	-1
G001402945	75
G001399695	75
G001402935	75
G000949015	75
G001316225	75
G002504995	-1
G902625045	-1
G005878375	-1
G001800675	-1
G001800815	-1
G003555025	-1
G000334895	-1
G000336675	-1
G000026045	-1
G000591055	-1
G000023945	-1
G000470655	-1
G005049285	-1
G900110215	-1
G004765805	-1
G005239435	-1
G000283335	-1
G004916935	-1
G002011235	-1
G000789255	-1
G001006045	-1
G000711215	-1
G000021965	-1
G004332335	-1
G001571385	-1
G002328805	-1
G002840365	-1
G011057755	-1
G002774285	-1
G001890045	76
G001873785	76
G001816985	-1
G002426885	-1
G003260345	-1
G002788775	-1
G002796025	-1
G000993595	77
G000992775	77
G000992695	77
G001787465	-1
G001788835	78
G001788755	78
G000989635	79
G000989565	79
G001788765	79
G001788885	79
G001787635	-1
G009691405	-1
G009839685	-1
G002071685	-1
G011333785	-1
G001002835	-1
G001776125	80
G001774395	80
G001776175	80
G000991185	-1
G002780235	-1
G001776145	-1
G003229735	-1
G001817065	81
G001001305	81
G001817145	81
G001817175	81
G001817135	81
G001779995	82
G001777575	82
G001777815	82
G001818435	-1
G001818105	83
G000999025	83
G001818055	83
G001818135	83
G001817305	-1
G001817545	-1
G011327765	-1
G011362555	-1
G002779725	-1
G001824375	84
G001824315	84
G001825495	84
G001824325	85
G001003325	85
G011372525	-1
G000402235	-1
G000712295	-1
G000828655	-1
G001508795	86
G000816145	86
G000217815	-1
G002719695	-1
G902530045	-1
G001464165	-1
G001899315	-1
G003242885	-1
G003963305	-1
G004769085	-1
G001784535	-1
G002933735	-1
G004768415	-1
G002861535	-1
G001870225	-1
G011335125	-1
G000494245	87
G000380725	87
G000397765	87
G003450055	-1
G011337985	-1
G011338025	-1
G011047005	-1
G001457975	88
G000427095	88
G001457855	88
G002898555	-1
G003670475	-1
G009925905	-1
G002413165	89
G002405245	89
G003142035	-1
G003162415	-1
G005880985	-1
G005889515	-1
G005881825	-1
G010030575	-1
G010032105	-1
G011053995	-1
G002400365	-1
G000430045	90
G000373205	90
G000309885	-1
G000317835	-1
G000519345	-1
G000186385	-1
G000661895	-1
G001029505	-1
G001464995	-1
G009694365	-1
G003598015	-1
G007120425	-1
G002011575	-1
G003599235	-1
G009783245	-1
G003149935	-1
G004793665	-1
G902610815	-1
G902509835	-1
G009694435	-1
G001513395	-1
G001513205	-1
G007116995	-1
G900018335	-1
G900069145	91
G001512825	91
G001508855	-1
G002049255	-1
G900155405	-1
G000384135	-1
G002010535	-1
G001742305	-1
G000158215	-1
G001854465	92
G000158275	92
G000007325	92
G009995445	-1
G000445425	-1
G001794905	-1
G902609415	-1
G011064725	-1
G000068585	93
G000008725	93
G000700845	94
G000174995	94
G000493885	94
G011374075	-1
G009773755	-1
G009691445	-1
G001804285	95
G001804155	95
G001874025	-1
G002781985	96
G001872775	96
G002780005	-1
G002085315	-1
G003644525	-1
G011329245	-1
G001778315	-1
G001778375	-1
G001873945	-1
G002840325	-1
G001800635	97
G001800565	97
G003452965	97
G000402615	-1
G001412425	-1
G009782695	-1
G011371545	-1
G001304015	-1
G009839015	-1
G011772825	-1
G004356555	-1
G002238415	-1
G002898795	-1
G003353845	-1
G902574205	-1
G001797365	-1
G001798365	-1
G002796325	-1
G001798105	-1
G001798085	98
G001797335	98
G001798315	98
G001798475	98
G002787535	-1
G007693605	-1
G000739535	-1
G001790865	99
G001790855	99
G001790675	99
G001790785	99
G011052055	-1
G001643535	-1
G003220255	-1
G002747255	-1
G002789615	-1
G009783055	-1
G005223145	-1
G001798415	-1
G001797515	-1
G900101955	-1
G000183405	-1
G000218625	-1
G000025725	-1
G004339245	-1
G000421105	-1
G001603805	-1
G011333305	-1
G001311565	-1
G000934745	-1
G000717475	100
G000519265	100
G001797675	-1
G011775155	-1
G007116155	-1
G001772305	-1
G003366055	-1
G001771315	-1
G000991575	101
G000991385	101
G000991965	101
G000989525	-1
G009918765	-1
G000980755	-1
G000185805	-1
G000191045	-1
G000020785	-1
G000420385	-1
G000224765	-1
G002726945	-1
G009783145	-1
G900216475	-1
G001872725	-1
G000423825	-1
G002825465	-1
G003345545	-1
G011364905	-1
G005882905	-1
G001919175	102
G001918745	102
G001577155	-1
G004525915	-1
G001775965	-1
G001776015	-1
G004376645	-1
G000303155	-1
G011319465	-1
G900177045	-1
G001920395	-1
G001918475	103
G001917995	103
G001917505	103
G005877295	103
G000723185	-1
G000955905	-1
G000960885	-1
G000015805	-1
G001748385	-1
G000258425	-1
G000011205	-1
G002505765	-1
G001729285	104
G000745485	104
G000513315	-1
G001639285	-1
G001639265	-1
G001639295	-1
G002508825	-1
G003111605	-1
G902563095	-1
G902605365	-1
G003672545	-1
G012960825	-1
G002496735	-1
G003193905	-1
G902566115	-1
G902531675	-1
G001629205	-1
G003135935	-1
G004525545	-1
G000404225	-1
G000336915	-1
G000336935	-1
G000755245	-1
G000336715	105
G000336695	105
G000755225	-1
G001563955	-1
G001564285	-1
G001469955	-1
G002844195	-1
G000224475	-1
G000416105	-1
G002952775	-1
G002011315	-1
G002010195	106
G002010155	106
G000243255	-1
G000784355	107
G000147875	107
G002503825	-1
G000275865	-1
G004297185	-1
G002503105	-1
G004102725	-1
G013329555	-1
G000014945	-1
G004211975	-1
G012513575	-1
G012842045	-1
G000990025	108
G000989775	108
G000990985	108
G000989675	108
G000990125	108
G000989705	108
G000990085	108
G001772465	108
G001771775	108
G001772955	-1
G001772805	109
G001772545	109
G001772665	-1
G002789015	-1
G002774775	-1
G009995545	-1
G003564915	-1
G011048715	-1
G001816735	110
G001816695	110
G000404925	-1
G000995995	-1
G001776335	-1
G001776865	-1
G001779145	-1
G001780905	111
G001003415	111
G001790445	-1
G000169295	-1
G002789815	-1
G007376535	-1
G002771215	-1
G001777585	-1
G002773695	-1
G007281175	-1
G001889965	-1
G002787075	112
G001872435	112
G001000505	-1
G002839745	-1
G001000955	-1
G004298615	-1
G007376705	-1
G001784885	113
G001784875	113
G001784975	113
G001784775	113
G001001525	114
G000995965	114
G001784895	114
G001000395	114
G001784955	114
G001785005	114
G001784795	114
G000999765	114
G010014565	-1
G002790615	-1
G001872305	-1
G001873495	-1
G000993645	-1
G003453635	-1
G000380925	-1
G000405325	-1
G001701045	-1
G000585335	115
G000238615	115
G000828675	-1
G001508115	116
G000017865	116
G001784555	-1
G001786505	117
G001784585	117
G001784565	-1
G000980455	118
G000980375	118
G000431555	118
G000586015	-1
G000063525	-1
G002006815	-1
G012031145	-1
G001768085	-1
G011333945	-1
G011048035	-1
G011057005	-1
G003577165	-1
G003695835	-1
G003577425	-1
G005883525	-1
G003244185	-1
G902812395	-1
G003131845	-1
G004299235	-1
G005881135	-1
G005889135	-1
G011389075	-1
G005882595	-1
G004297765	-1
G001898225	-1
G000423425	-1
G000620065	119
G000376665	119
G000091545	-1
G009982895	-1
G011492945	-1
G011492965	-1
G001644475	-1
G004366385	-1
G009691195	-1
G900108055	-1
G001767755	-1
G001768645	120
G001767605	120
G001767595	-1
G001767735	-1
G002010555	-1
G002011565	-1
G001508275	-1
G009668945	-1
G001950395	-1
G002841355	-1
G009783085	-1
G009784425	-1
G000195315	-1
G902521955	-1
G902587185	-1
G001023575	-1
G009694415	-1
G007116505	-1
G003344865	-1
G000177615	-1
G000384115	-1
G003594885	-1
G000219855	-1
G012933365	-1
G001280565	-1
G002951815	-1
G001544015	-1
G002159155	-1
G003166315	-1
G000092405	-1
G001512495	-1
G900129805	-1
G000746025	-1
G001512665	-1
G900176035	-1
G000961765	121
G000802045	121
G009782225	-1
G000019165	-1
G008933955	-1
G000427565	122
G000012865	122
G900552165	-1
G000221605	-1
G000430605	123
G000374545	123
G900086705	-1
G009711825	-1
G900142275	124
G900111575	124
G002811865	-1
G000243735	-1
G001936255	-1
G001598195	125
G000012065	125
G000956315	125
G000568775	125
G000568795	125
G000568675	125
G000568735	125
G000012085	125
G000568755	125
G011328705	-1
G011682535	-1
G003552765	-1
G009937555	-1
G900093645	-1
G001007065	126
G001007025	126
G000008745	126
G001007045	126
G000007205	126
G001007125	126
G000091085	126
G000011165	126
G000516655	126
G000024145	126
G000470825	127
G000470805	127
G000508065	127
G000508025	127
G000508005	127
G001466415	127
G000204135	127
G001625515	127
G001469535	127
G000470765	127
G001625535	127
G000454725	128
G000417695	128
G001603055	-1
G001803205	-1
G002429065	-1
G003566475	-1
G001017655	-1
G008636085	-1
G902761575	-1
G000155695	-1
G002694885	-1
G001828445	-1
G011327745	-1
G000401015	-1
G003635315	-1
G003635305	-1
G002344825	-1
G001804205	129
G001804055	129
G001872105	-1
G002779345	-1
G001803975	-1
G001871815	-1
G001805805	-1
G002421665	-1
G002753745	-1
G012515635	-1
G001800075	-1
G001800015	-1
G003450735	-1
G001304335	-1
G004376575	-1
G001304185	-1
G000397885	-1
G000404745	-1
G000494005	130
G000402415	130
G001577185	131
G001577125	131
G003645085	-1
G011388305	-1
G002479745	-1
G012516735	-1
G002030045	-1
G000402435	-1
G001789275	-1
G011053795	-1
G005879215	-1
G009692435	-1
G002050235	-1
G011055735	-1
G900696485	-1
G004356735	-1
G001798605	-1
G001798655	-1
G011526105	-1
G002841905	-1
G001798395	-1
G002796305	-1
G002796345	-1
G001799065	132
G001798185	132
G001799115	-1
G001799095	133
G001799015	133
G000739515	-1
G002748445	-1
G001790645	-1
G001790715	-1
G001804915	134
G001803535	134
G001804945	134
G001804975	134
G001803525	134
G001804905	134
G001803615	-1
G001803815	-1
G001803845	-1
G003235715	-1
G001443385	-1
G000428885	-1
G001798015	-1
G001797505	135
G001797465	135
G001795495	-1
G001806225	136
G001798485	136
G001798155	136
G001797665	136
G001797585	136
G001798625	136
G001797595	136
G000813145	-1
G007830735	-1
G001802615	-1
G002382705	-1
G000015045	-1
G000167355	-1
G001751155	-1
G012974445	-1
G011328795	-1
G011338165	-1
G001873905	-1
G000512235	-1
G002070575	-1
G000024325	-1
G000620765	-1
G001748225	-1
G001687335	-1
G011207455	-1
G000143965	-1
G003605055	-1
G000931935	-1
G001184205	-1
G000195295	-1
G900114975	-1
G000989955	-1
G000992305	-1
G001468855	-1
G010027825	-1
G000996275	-1
G001000065	-1
G000989195	-1
G000404665	-1
G000404705	-1
G000404605	137
G000403075	137
G000494225	138
G000402115	138
G000404685	138
G000173615	-1
G000619805	139
G000021545	139
G003688665	-1
G000008625	-1
G000194135	-1
G000526195	-1
G000010325	-1
G002730365	-1
G902616925	-1
G902781465	-1
G001897475	-1
G902612965	-1
G002697805	-1
G000014865	-1
G002109495	-1
G011089865	-1
G000379205	-1
G000175575	-1
G001940705	-1
G001918315	-1
G005883075	-1
G005884235	-1
G001399795	-1
G001399805	-1
G004376295	-1
G011366335	-1
G011373445	-1
G011053435	-1
G001917965	-1
G001918455	-1
G003352295	-1
G000253055	-1
G001315925	-1
G001516585	-1
G000018305	-1
G009729035	-1
G001560285	140
G001560275	140
G001560125	140
G001560765	140
G001560435	140
G001560065	140
G001481595	140
G001560215	140
G001559955	140
G001559985	140
G001481635	140
G000338775	140
G000012285	140
G001560245	140
G001560165	140
G001560115	140
G001559965	140
G000404165	-1
G000621965	-1
G902802065	-1
G000824705	141
G000437055	141
G000016525	141
G000190155	141
G000190095	141
G902513075	-1
G012960975	-1
G003324645	-1
G902626095	-1
G001629165	142
G001628475	142
G001800755	-1
G005878955	-1
G005879105	-1
G001421175	-1
G012520845	-1
G006954405	-1
G009789175	-1
G009831455	-1
G000415945	-1
G000337455	-1
G000517625	-1
G000691505	-1
G000336755	-1
G000739555	-1
G001282785	-1
G000495475	-1
G900129775	-1
G001564175	-1
G005239175	-1
G000235685	-1
G002067095	-1
G000017625	-1
G003170075	-1
G002839675	-1
G002256595	-1
G001603225	143
G000204415	143
G002506535	-1
G002502785	-1
G001509375	144
G001508615	144
G003601535	-1
G002926195	-1
G012329085	-1
G002347605	-1
G012800885	-1
G001772625	-1
G001772855	145
G000994815	145
G001816825	-1
G001776475	-1
G001774705	-1
G001774865	-1
G001777025	146
G001775325	146
G001777345	147
G001776975	147
G001776755	147
G001779755	147
G002772535	-1
G002839505	-1
G002792535	-1
G000999445	-1
G000995295	148
G000993615	148
G001788715	149
G001787475	149
G001787565	150
G001787535	150
G007376205	-1
G001788995	151
G001788925	151
G001787705	152
G001787585	152
G001787675	152
G001789155	153
G001787805	153
G003231925	-1
G010031135	-1
G001790455	-1
G002861585	-1
G004100265	-1
G009783235	-1
G001029735	-1
G001774375	-1
G001779925	-1
G001780065	154
G001777695	154
G001777825	155
G001777655	155
G001780035	156
G001777855	156
G001779915	-1
G001779895	157
G001777545	157
G001777665	157
G001780145	157
G001777775	157
G001818205	-1
G001818155	158
G001000795	158
G001818075	158
G001818175	158
G001000815	158
G001818085	158
G007378955	-1
G008012175	-1
G000995125	-1
G000989265	-1
G001819535	-1
G002771135	-1
G001795775	159
G001794605	159
G001795795	160
G001795665	160
G001794515	160
G001824745	-1
G001822935	161
G001822835	161
G000996085	162
G000993865	162
G001822895	162
G001822905	163
G001822815	163
G001822865	163
G001821805	164
G001819985	164
G002788555	-1
G000992505	165
G000991445	165
G000992485	165
G000992345	165
G000992135	165
G003232135	-1
G012515355	-1
G003258795	-1
G000153045	-1
G008807075	-1
G000317065	-1
G000817325	166
G000012525	166
G000010065	166
G002162075	-1
G002162095	-1
G005879725	-1
G005880035	167
G005879625	167
G001918235	-1
G001918845	-1
G005879655	-1
G000025005	-1
G000526415	-1
G001306135	168
G000018565	168
G011373995	-1
G012719195	-1
G003819865	-1
G001293545	-1
G000421625	-1
G001399775	-1
G001880325	-1
G000190555	-1
G003139545	-1
G005884575	-1
G003351045	-1
G009694345	-1
G001897355	-1
G005885405	-1
G001767575	-1
G902810715	-1
G011046085	-1
G900169485	-1
G002160065	-1
G000821265	-1
G001405375	169
G000169035	169
G000434535	169
G001404695	169
G900143685	-1
G901212675	-1
G003282445	-1
G902565645	-1
