SequenceName	ClusterNumber
G902384585	-1
G000830295	-1
G002762985	-1
G003650545	-1
G000022365	-1
G000151205	-1
G000265525	-1
G001418715	-1
G900109425	-1
G002214365	-1
G002214525	-1
G004524445	-1
G008080745	-1
G001920655	-1
G002726865	-1
G002009985	-1
G002011035	-1
G005877075	-1
G001717005	-1
G001717035	-1
G000371945	-1
G000375685	-1
G011056475	-1
G000363885	-1
G000371805	-1
G000023985	-1
G003351865	-1
G001507955	-1
G012840205	-1
G900095815	-1
G003600755	-1
G000025665	-1
G000327505	-1
G001316105	-1
G902531985	-1
G002698725	-1
G002720095	-1
G012959275	-1
G001595875	-1
G000230955	-1
G001488575	-1
G003862495	-1
G009791395	-1
G003021235	-1
G000376445	-1
G000710615	-1
G008831545	-1
G000403645	-1
G000427685	-1
G002011215	-1
G002010215	-1
G002010285	-1
G000430905	-1
G002839625	-1
G003173355	-1
G003173335	-1
G001412355	-1
G003194425	-1
G003336485	-1
G000063445	-1
G000993565	-1
G002335495	-1
G011772635	-1
G001871995	-1
G002791435	-1
G000990575	-1
G010119145	-1
G002718715	-1
G002796065	-1
G002401425	-1
G003524745	-1
G003647645	-1
G002476865	-1
G003598115	-1
G002415345	-1
G004297735	-1
G003022365	-1
G000993135	-1
G001779955	-1
G001509285	-1
G000233775	-1
G001508955	-1
G000165795	-1
G002839185	-1
G000172975	-1
G900177735	-1
G000177335	-1
G000210715	-1
G003860125	-1
G000147715	-1
G900157305	-1
G001509135	-1
G002452585	-1
G900129985	-1
G001719065	-1
G003641495	-1
G003643985	-1
G001784485	-1
G003242895	-1
G009924325	-1
G003265895	-1
G001771425	-1
G001772375	-1
G001772455	-1
G005240105	-1
G000332275	-1
G001917855	-1
G005882295	-1
G003133745	-1
G003134695	-1
G001302805	-1
G002973605	-1
G011380295	-1
G011329005	-1
G002898895	-1
G005879775	-1
G005881435	-1
G007695125	-1
G011390735	-1
G011376045	-1
G000183745	-1
G000195335	-1
G000745915	-1
G000014185	-1
G003132585	-1
G002843005	-1
G009777935	-1
G902590875	-1
G005883885	-1
G011054185	-1
G003563985	-1
G003566675	-1
G001512605	-1
G900016865	-1
G900019985	-1
G001584725	-1
G900101835	-1
G001612575	-1
G001902575	-1
G000176335	-1
G000516535	-1
G000373045	-1
G000479045	-1
G900167275	-1
G000622245	-1
G010367435	-1
G000158195	-1
G000158315	-1
G003820485	-1
G004297825	-1
G002730875	-1
G002333425	-1
G900112165	-1
G001829375	-1
G003497555	-1
G000325665	-1
G002238925	-1
G001567115	-1
G003598175	-1
G011328885	-1
G000405125	-1
G003056015	-1
G003339615	-1
G002746535	-1
G003245715	-1
G009002475	-1
G001804145	-1
G001871865	-1
G003574845	-1
G009619095	-1
G001777945	-1
G004322275	-1
G009724975	-1
G001443455	-1
G001798055	-1
G009783195	-1
G004213355	-1
G002343185	-1
G010027665	-1
G001798595	-1
G009379725	-1
G003694065	-1
G012960245	-1
G001798805	-1
G001790695	-1
G000522425	-1
G000522445	-1
G000496115	-1
G001873285	-1
G001790955	-1
G012103255	-1
G003229815	-1
G001797495	-1
G012512925	-1
G011327825	-1
G001577715	-1
G009777595	-1
G000513475	-1
G011373475	-1
G000517565	-1
G001781965	-1
G902785275	-1
G001595785	-1
G003694805	-1
G000221185	-1
G001484195	-1
G001563325	-1
G011364985	-1
G003662775	-1
G001774245	-1
G011362345	-1
G009889585	-1
G008389435	-1
G007280335	-1
G000399825	-1
G000389735	-1
G000739065	-1
G000017185	-1
G000179575	-1
G000376965	-1
G002009965	-1
G000006175	-1
G000145295	-1
G002494785	-1
G003268005	-1
G000447225	-1
G000965745	-1
G000496135	-1
G000011185	-1
G000195915	-1
G000008265	-1
G001875345	-1
G002497685	-1
G002499745	-1
G010030465	-1
G001595945	-1
G002509175	-1
G001595885	-1
G002496385	-1
G004377185	-1
G001800735	-1
G007421925	-1
G009184555	-1
G009741925	-1
G003058365	-1
G004765795	-1
G005954745	-1
G900215575	-1
G011440375	-1
G900103505	-1
G000337515	-1
G003344565	-1
G000194625	-1
G003978865	-1
G002010045	-1
G002010125	-1
G000385565	-1
G000025505	-1
G000015765	-1
G003315675	-1
G000013445	-1
G001602695	-1
G001315945	-1
G000011005	-1
G000251105	-1
G002010075	-1
G003518125	-1
G001772655	-1
G001771165	-1
G001816815	-1
G001816975	-1
G002771035	-1
G000999945	-1
G002305925	-1
G002747745	-1
G009994635	-1
G002792495	-1
G003228835	-1
G001772255	-1
G001771185	-1
G001872945	-1
G001776195	-1
G002787495	-1
G002778735	-1
G011056905	-1
G007376565	-1
G001817115	-1
G002686445	-1
G002293685	-1
G009930055	-1
G012841575	-1
G002687875	-1
G002771915	-1
G000992445	-1
G003599335	-1
G001006985	-1
G000024905	-1
G000237825	-1
G002159945	-1
G000161995	-1
G000237805	-1
G001604435	-1
G004366815	-1
G000526395	-1
G003148465	-1
G000016905	-1
G000021285	-1
G000017545	-1
G009925075	-1
G010028705	-1
G003265975	-1
G001771455	-1
G001771705	-1
G001771615	-1
G001771365	-1
G001772355	-1
G001771545	-1
G001771665	-1
G001772415	-1
G001899385	-1
G005110395	-1
G009924885	-1
G001917285	-1
G012031565	-1
G003151115	-1
G013036235	-1
G003151695	-1
G003169995	-1
G011370625	-1
G011771275	-1
G002780095	-1
G002782725	-1
G011055095	-1
G003574315	-1
G001794945	-1
G001795345	-1
G005880615	-1
G005881255	-1
G005880435	-1
G005881155	-1
G009838085	-1
G009840555	-1
G011055185	-1
G011057365	-1
G002239005	-1
G002707365	-1
G000092125	-1
G000771745	-1
G902810695	-1
G002897715	-1
G003599855	-1
G009694475	-1
G011337865	-1
G012837825	-1
G011331305	-1
G009377815	-1
G009379915	-1
G000183545	-1
G000184705	-1
G902809825	-1
G001513145	-1
G002068545	-1
G001513495	-1
G003991135	-1
G000373345	-1
G007990545	-1
G000381725	-1
G001829455	-1
G001829495	-1
G002839285	-1
G002839375	-1
G000243335	-1
G002009735	-1
G001829395	-1
G001829415	-1
G000518245	-1
G000502095	-1
G011813005	-1
G002842095	-1
G003290465	-1
G000402275	-1
G002070785	-1
G003557915	-1
G002746185	-1
G000170755	-1
G002726605	-1
G012965325	-1
G000372285	-1
G000402985	-1
G002781965	-1
G001804125	-1
G001873045	-1
G002070645	-1
G003553445	-1
G003559455	-1
G001577135	-1
G001873935	-1
G007280195	-1
G002172385	-1
G902609885	-1
G011088305	-1
G011772905	-1
G001797435	-1
G004297385	-1
G001918165	-1
G005879605	-1
G003153535	-1
G011334465	-1
G004356455	-1
G007693595	-1
G902565945	-1
G001798265	-1
G011330975	-1
G003695725	-1
G001803565	-1
G000284315	-1
G004298725	-1
G001799025	-1
G003314535	-1
G005774525	-1
G009724815	-1
G000020385	-1
G000010985	-1
G002010915	-1
G002011895	-1
G002030015	-1
G001304365	-1
G001577525	-1
G011046395	-1
G000989255	-1
G000989975	-1
G001468925	-1
G000996695	-1
G009926945	-1
G011367265	-1
G000744435	-1
G000021725	-1
G000170735	-1
G000523275	-1
G002238905	-1
G001399755	-1
G001919285	-1
G001918765	-1
G001593925	-1
G001593935	-1
G000802205	-1
G001870125	-1
G003176995	-1
G009898475	-1
G000685395	-1
G001443365	-1
G000402095	-1
G000993805	-1
G002855745	-1
G000015225	-1
G000017945	-1
G001481685	-1
G000025525	-1
G000091665	-1
G000017165	-1
G000008645	-1
G000828575	-1
G001729965	-1
G001856845	-1
G900090055	-1
G000152265	-1
G002504995	-1
G902625045	-1
G005878375	-1
G001800675	-1
G001800815	-1
G003555025	-1
G000334895	-1
G000336675	-1
G000026045	-1
G000591055	-1
G000023945	-1
G000470655	-1
G005049285	-1
G900110215	-1
G004765805	-1
G005239435	-1
G000283335	-1
G004916935	-1
G002011235	-1
G000789255	-1
G001006045	-1
G002010295	-1
G002507545	-1
G000711215	-1
G000021965	-1
G004332335	-1
G001571385	-1
G000711905	-1
G000991265	-1
G000991805	-1
G002328805	-1
G002840365	-1
G011057755	-1
G002774285	-1
G001772615	-1
G001772695	-1
G000991025	-1
G001772215	-1
G001816795	-1
G001816835	-1
G001816985	-1
G002426885	-1
G003260345	-1
G002788775	-1
G002796025	-1
G001787465	-1
G001787635	-1
G009691405	-1
G001771275	-1
G001772265	-1
G001004375	-1
G000993275	-1
G000995565	-1
G000995065	-1
G000997185	-1
G000995395	-1
G001771115	-1
G009839685	-1
G002071685	-1
G011333785	-1
G001002835	-1
G000991185	-1
G002780235	-1
G001776145	-1
G001817095	-1
G003229735	-1
G001818435	-1
G001817305	-1
G001817545	-1
G011327765	-1
G011362555	-1
G002779725	-1
G011372525	-1
G000402235	-1
G000712295	-1
G000025885	-1
G001896635	-1
G004768445	-1
G900102615	-1
G000018605	-1
G001508055	-1
G000953715	-1
G001513315	-1
G000235405	-1
G000767275	-1
G000828655	-1
G000217815	-1
G000832145	-1
G002719695	-1
G902530045	-1
G001771535	-1
G001771655	-1
G001771395	-1
G001771345	-1
G001772335	-1
G001464165	-1
G001899315	-1
G003242885	-1
G003963305	-1
G004769085	-1
G001784615	-1
G001786555	-1
G001784535	-1
G002933735	-1
G000013205	-1
G000013225	-1
G004768415	-1
G002861535	-1
G001870225	-1
G011335125	-1
G003450055	-1
G011337985	-1
G011338025	-1
G011047005	-1
G002898555	-1
G003670475	-1
G009925905	-1
G003142035	-1
G003162415	-1
G005880985	-1
G005889515	-1
G005881825	-1
G010030575	-1
G010032105	-1
G000702505	-1
G001748285	-1
G011053995	-1
G002400365	-1
G000309885	-1
G000317835	-1
G000519345	-1
G000186385	-1
G000661895	-1
G001029505	-1
G001464995	-1
G009694365	-1
G003598015	-1
G007120425	-1
G002011575	-1
G003599235	-1
G009783245	-1
G003149935	-1
G004793665	-1
G902610815	-1
G902509835	-1
G009694435	-1
G001513395	-1
G001513205	-1
G007116995	-1
G900018335	-1
G001508855	-1
G002049255	-1
G900155405	-1
G000384135	-1
G002010535	-1
G001742305	-1
G000158215	-1
G000242215	-1
G009995445	-1
G000092845	-1
G001676785	-1
G000500045	-1
G000445425	-1
G000739475	-1
G000405145	-1
G001794905	-1
G902609415	-1
G011064725	-1
G011374075	-1
G009773755	-1
G009691445	-1
G001874025	-1
G002780005	-1
G002085315	-1
G003644525	-1
G011329245	-1
G001778315	-1
G001778375	-1
G001873945	-1
G002840325	-1
G000402615	-1
G001412425	-1
G009782695	-1
G011371545	-1
G001304015	-1
G009839015	-1
G011772825	-1
G004356555	-1
G002238415	-1
G002898795	-1
G003353845	-1
G902574205	-1
G001797365	-1
G001798365	-1
G001795505	-1
G002796325	-1
G001798105	-1
G002787535	-1
G007693605	-1
G000739535	-1
G011052055	-1
G000755505	-1
G001643535	-1
G003220255	-1
G002747255	-1
G002789615	-1
G009783055	-1
G005223145	-1
G001798415	-1
G001797515	-1
G900101955	-1
G000183405	-1
G000218625	-1
G000025725	-1
G004339245	-1
G000421105	-1
G001603805	-1
G011333305	-1
G001311565	-1
G000934745	-1
G001797675	-1
G011775155	-1
G007116155	-1
G001772305	-1
G003366055	-1
G001771315	-1
G000989525	-1
G009918765	-1
G000980755	-1
G000185805	-1
G000191045	-1
G000421485	-1
G001968985	-1
G000020785	-1
G000420385	-1
G000224765	-1
G002726945	-1
G009783145	-1
G900216475	-1
G001872725	-1
G000423825	-1
G002825465	-1
G003345545	-1
G011364905	-1
G005882905	-1
G001577155	-1
G004525915	-1
G001775965	-1
G001776015	-1
G004376645	-1
G000698785	-1
G000730285	-1
G000303155	-1
G011319465	-1
G900177045	-1
G001920395	-1
G000723185	-1
G000955905	-1
G000380705	-1
G000398765	-1
G000405885	-1
G000446015	-1
G000813245	-1
G000960885	-1
G000015805	-1
G001748385	-1
G000258425	-1
G000011205	-1
G000220645	-1
G002505765	-1
G000012545	-1
G001729395	-1
G000513315	-1
G001639285	-1
G001639265	-1
G001639295	-1
G002508825	-1
G003111605	-1
G001316225	-1
G902563095	-1
G902605365	-1
G003672545	-1
G012960825	-1
G002496735	-1
G003193905	-1
G902566115	-1
G902531675	-1
G001629205	-1
G003135935	-1
G004525545	-1
G000404225	-1
G000336915	-1
G000336935	-1
G000755245	-1
G000755225	-1
G001563955	-1
G001564285	-1
G001469955	-1
G002844195	-1
G000224475	-1
G000416105	-1
G002952775	-1
G002011315	-1
G000008665	-1
G000734035	-1
G001508745	-1
G001508815	-1
G000243255	-1
G002503825	-1
G000275865	-1
G004297185	-1
G002503105	-1
G004102725	-1
G013329555	-1
G001507975	-1
G001508185	-1
G000014945	-1
G004211975	-1
G012513575	-1
G012842045	-1
G001772955	-1
G001873785	-1
G001890045	-1
G001772665	-1
G002789015	-1
G002774775	-1
G009995545	-1
G003564915	-1
G011048715	-1
G000404925	-1
G000995995	-1
G001776335	-1
G001776865	-1
G001779145	-1
G000992695	-1
G001788755	-1
G001788835	-1
G001788885	-1
G001004445	-1
G001029795	-1
G001790445	-1
G000169295	-1
G001776175	-1
G002789815	-1
G007376535	-1
G002771215	-1
G001817035	-1
G001817055	-1
G001817135	-1
G001777585	-1
G002773695	-1
G007281175	-1
G001777815	-1
G001889965	-1
G001818135	-1
G001000505	-1
G002839745	-1
G001000955	-1
G004298615	-1
G007376705	-1
G010014565	-1
G002790615	-1
G001872305	-1
G001873495	-1
G001825495	-1
G001003325	-1
G001824325	-1
G000993645	-1
G003453635	-1
G000380925	-1
G000405325	-1
G001701045	-1
G000816145	-1
G001508795	-1
G000828675	-1
G000018945	-1
G000750655	-1
G000008545	-1
G000784835	-1
G001771505	-1
G001772385	-1
G001784555	-1
G001784565	-1
G000586015	-1
G000063525	-1
G002006815	-1
G012031145	-1
G000397765	-1
G001768085	-1
G011333945	-1
G001457855	-1
G011048035	-1
G011057005	-1
G003577165	-1
G003695835	-1
G003577425	-1
G002405245	-1
G002413165	-1
G005883525	-1
G003244185	-1
G902812395	-1
G003131845	-1
G004299235	-1
G005881135	-1
G005889135	-1
G011389075	-1
G005882595	-1
G004297765	-1
G001898225	-1
G000373205	-1
G000430045	-1
G000423425	-1
G000091545	-1
G009982895	-1
G011492945	-1
G011492965	-1
G001644475	-1
G004366385	-1
G009691195	-1
G900108055	-1
G001767755	-1
G001767595	-1
G001767735	-1
G002010555	-1
G002011565	-1
G001508275	-1
G009668945	-1
G001950395	-1
G002841355	-1
G009783085	-1
G009784425	-1
G000195315	-1
G902521955	-1
G902587185	-1
G001023575	-1
G009694415	-1
G007116505	-1
G003344865	-1
G000177615	-1
G000384115	-1
G003594885	-1
G000219855	-1
G012933365	-1
G001280565	-1
G002951815	-1
G001544015	-1
G002159155	-1
G001512825	-1
G900069145	-1
G003166315	-1
G000092405	-1
G001512495	-1
G900129805	-1
G000746025	-1
G001512665	-1
G900176035	-1
G009782225	-1
G000019165	-1
G008933955	-1
G900552165	-1
G000221605	-1
G900086705	-1
G009711825	-1
G000007325	-1
G000262225	-1
G000691665	-1
G000691745	-1
G000691685	-1
G002811865	-1
G000243735	-1
G000500065	-1
G001936255	-1
G000181895	-1
G000304735	-1
G000300045	-1
G000380785	-1
G000493945	-1
G011328705	-1
G011682535	-1
G003552765	-1
G009937555	-1
G900093645	-1
G000008725	-1
G000068585	-1
G000493885	-1
G000700845	1
G000174995	1
G000454725	2
G000417695	2
G001603055	-1
G001803205	-1
G002429065	-1
G003566475	-1
G001017655	-1
G008636085	-1
G902761575	-1
G000155695	-1
G002694885	-1
G001828445	-1
G011327745	-1
G000401015	-1
G003635315	-1
G003635305	-1
G002344825	-1
G001804155	-1
G001804285	-1
G001872105	-1
G002779345	-1
G001803975	-1
G001871815	-1
G001805805	-1
G002421665	-1
G001872775	-1
G002781985	-1
G002753745	-1
G012515635	-1
G003452965	-1
G001800075	-1
G001800015	-1
G003450735	-1
G001304335	-1
G004376575	-1
G001304185	-1
G000397885	-1
G000404745	-1
G000494005	3
G000402415	3
G003645085	-1
G011388305	-1
G002479745	-1
G012516735	-1
G002030045	-1
G000402435	-1
G001789275	-1
G011053795	-1
G005879215	-1
G009692435	-1
G002050235	-1
G011055735	-1
G900696485	-1
G004356735	-1
G001798605	-1
G001798655	-1
G011526105	-1
G002841905	-1
G001798535	-1
G001798395	-1
G002796305	-1
G002796345	-1
G001799115	-1
G001798475	-1
G000739515	-1
G002748445	-1
G001790645	-1
G001790715	-1
G001790785	-1
G001803615	-1
G000262365	-1
G001803815	-1
G001803845	-1
G003235715	-1
G001443385	-1
G000428885	-1
G001798015	-1
G001795495	-1
G000813145	-1
G007830735	-1
G001802615	-1
G002382705	-1
G000015045	-1
G000167355	-1
G001751155	-1
G012974445	-1
G011328795	-1
G011338165	-1
G001873905	-1
G000512235	-1
G002070575	-1
G000024325	-1
G000620765	-1
G001748225	-1
G000519265	-1
G000717475	-1
G001687335	-1
G011207455	-1
G000143965	-1
G003605055	-1
G000931935	-1
G001184205	-1
G000195295	-1
G900114975	-1
G000989955	-1
G000992305	-1
G001468855	-1
G010027825	-1
G000996275	-1
G001000065	-1
G000991965	-1
G000991575	4
G000991385	4
G000989195	-1
G000404665	-1
G000404705	-1
G000173615	-1
G003688665	-1
G000008625	-1
G000194135	-1
G000526195	-1
G000010325	-1
G002730365	-1
G902616925	-1
G902781465	-1
G001897475	-1
G902612965	-1
G002697805	-1
G000014865	-1
G002109495	-1
G011089865	-1
G000379205	-1
G000175575	-1
G001940705	-1
G001918315	-1
G001918745	-1
G001919175	-1
G005883075	-1
G005884235	-1
G001399795	-1
G001399805	-1
G004376295	-1
G011366335	-1
G011373445	-1
G011053435	-1
G001917965	-1
G001918455	-1
G005877295	-1
G003352295	-1
G000253055	-1
G001315925	-1
G001516585	-1
G000018305	-1
G009729035	-1
G000017225	-1
G000018485	-1
G000745485	-1
G001729285	-1
G000404165	-1
G000621965	-1
G902802065	-1
G902513075	-1
G012960975	-1
G003324645	-1
G902626095	-1
G001800755	-1
G005878955	-1
G005879105	-1
G001421175	-1
G012520845	-1
G006954405	-1
G000336695	-1
G000336715	-1
G009789175	-1
G009831455	-1
G000415945	-1
G000337455	-1
G000517625	-1
G000691505	-1
G000336755	-1
G000739555	-1
G001282785	-1
G000495475	-1
G900129775	-1
G001564175	-1
G005239175	-1
G002010155	-1
G002010195	-1
G000147875	-1
G000784355	-1
G000235685	-1
G002067095	-1
G000017625	-1
G003170075	-1
G002839675	-1
G002256595	-1
G002506535	-1
G002502785	-1
G003601535	-1
G002926195	-1
G012329085	-1
G002347605	-1
G012800885	-1
G001772545	-1
G001772805	-1
G001772625	-1
G001816695	-1
G001816735	-1
G001816825	-1
G001776475	-1
G001774705	-1
G001774865	-1
G001003415	-1
G001780905	-1
G000992775	-1
G000993595	-1
G002772535	-1
G002839505	-1
G002792535	-1
G001788765	-1
G000999445	-1
G007376205	-1
G003231925	-1
G010031135	-1
G001790455	-1
G002861585	-1
G004100265	-1
G009783235	-1
G001774395	-1
G001776125	-1
G001029735	-1
G001774375	-1
G001817175	-1
G001779925	-1
G001777575	-1
G001779995	-1
G001779915	-1
G001872435	-1
G002787075	-1
G001818055	-1
G001818205	-1
G007378955	-1
G001784775	-1
G000999765	-1
G008012175	-1
G000995125	-1
G000989265	-1
G001819535	-1
G001824315	-1
G001824375	-1
G002771135	-1
G001824745	-1
G002788555	-1
G000238615	-1
G000585335	-1
G000017865	-1
G001508115	-1
G000230655	-1
G000978555	-1
G001508875	-1
G001784585	-1
G001786505	-1
G003232135	-1
G012515355	-1
G000431555	-1
G003258795	-1
G000153045	-1
G008807075	-1
G000317065	-1
G000380725	-1
G000494245	-1
G000427095	-1
G001457975	-1
G002162075	-1
G002162095	-1
G005879725	-1
G001918235	-1
G001918845	-1
G005879655	-1
G000025005	-1
G000526415	-1
G011373995	-1
G012719195	-1
G003819865	-1
G001293545	-1
G000376665	-1
G000620065	-1
G000421625	-1
G001399775	-1
G001880325	-1
G000190555	-1
G003139545	-1
G005884575	-1
G003351045	-1
G009694345	-1
G001897355	-1
G005885405	-1
G001767605	-1
G001768645	-1
G001767575	-1
G902810715	-1
G011046085	-1
G900169485	-1
G002160065	-1
G000821265	-1
G900143685	-1
G901212675	-1
G003282445	-1
G902565645	-1
G902519845	-1
G003166025	-1
G009697115	-1
G004366205	-1
G005888325	-1
G003564215	-1
G009379795	-1
G000428345	-1
G000754425	-1
G009917815	-1
G001512785	-1
G001513155	-1
G000802045	-1
G000961765	-1
G002224645	-1
G002777255	-1
G000620305	-1
G001515945	-1
G009782825	-1
G000012865	-1
G000427565	-1
G900545365	-1
G000428745	-1
G000177555	-1
G000221545	-1
G000374545	-1
G000430605	-1
G012798135	-1
G000381065	-1
G000328625	-1
G000144695	-1
G000020485	-1
G001601575	-1
G003691585	-1
G000213255	-1
G900111575	-1
G900142275	-1
G000020005	-1
G002216005	-1
G000714935	-1
G000092905	-1
G000158275	-1
G001854465	-1
G000158295	-1
G000622045	-1
G000691725	-1
G004770745	-1
G004770995	-1
G000017685	-1
G000243715	-1
G000568715	-1
G003557825	-1
G012719295	-1
G900093655	-1
G001803235	-1
G002068325	-1
G012799725	-1
G902790455	-1
G009905215	-1
G003563855	-1
G900661335	-1
G004321905	-1
G009783165	-1
G001746835	-1
G002591725	-1
G004558035	-1
G900548185	-1
G001872735	-1
G003226295	-1
G002069305	-1
G001604625	-1
G002308515	-1
G001438005	-1
G001644365	-1
G002711105	-1
G012960845	-1
G009936985	-1
G011526295	-1
G002683135	-1
G009691765	-1
G003644265	-1
G003553185	-1
G011329035	-1
G001304355	-1
G009841255	-1
G001804345	-1
G002069035	-1
G001804055	-1
G001804205	-1
G001804315	-1
G001804045	-1
G003644505	-1
G001804165	-1
G001805375	-1
G002792715	-1
G004102945	-1
G002796125	-1
G003644395	-1
G011043245	-1
G000402295	-1
G001800565	-1
G001800635	-1
G001871125	-1
G002841695	-1
G002796275	-1
G013044195	-1
G001799695	-1
G002311025	-1
G902787065	-1
G902791965	-1
G000020145	-1
G012517285	-1
G009773155	-1
G001302835	-1
G001303705	-1
G002245405	-1
G004375965	-1
G001577125	-1
G001577185	-1
G002428685	-1
G002376725	-1
G011056555	-1
G002436025	-1
G002747875	-1
G002790835	-1
G003820615	-1
G001780795	-1
G000403035	-1
G000478645	-1
G003645905	-1
G002748965	-1
G002127415	-1
G011046835	-1
G005888095	-1
G012960035	-1
G003559575	-1
G012840965	-1
G009692425	-1
G009692465	-1
G002731825	-1
G009692505	-1
G001798235	-1
G001798715	-1
G001798185	-1
G001799065	-1
G001799015	-1
G001799095	-1
G001798315	-1
G009926615	-1
G900299195	-1
G009991595	-1
G001790675	-1
G001804965	-1
G001805005	-1
G001804905	-1
G001280545	-1
G001805165	-1
G012965905	-1
G001803765	-1
G001805085	-1
G000091165	-1
G001914375	-1
G001771245	-1
G003818395	-1
G002297665	-1
G001780385	-1
G002898535	-1
G002279195	-1
G011362725	-1
G002424725	-1
G001797465	-1
G001797505	-1
G001797595	-1
G000007985	-1
G003574885	-1
G002093115	-1
G008124615	-1
G011333775	-1
G000485155	-1
G002383495	-1
G001553625	-1
